Nav Price (SGD),Changes (SGD),Changes (%),NAV Date
1.017,-0.003,-0.29%,21 Jun 2017
1.02,0.000,0.00%,20 Jun 2017
1.02,0.006,0.59%,19 Jun 2017
1.014,0.006,0.60%,16 Jun 2017
1.008,-0.001,-0.10%,15 Jun 2017
1.009,0.002,0.20%,14 Jun 2017
1.007,0.002,0.20%,13 Jun 2017
1.005,-0.002,-0.20%,12 Jun 2017
1.007,0.002,0.20%,09 Jun 2017
1.005,-0.002,-0.20%,08 Jun 2017
1.007,-0.003,-0.30%,07 Jun 2017
1.01,-0.004,-0.39%,06 Jun 2017
1.014,-0.001,-0.10%,05 Jun 2017
1.015,0.004,0.40%,02 Jun 2017
1.011,0.005,0.50%,01 Jun 2017
1.006,0.002,0.20%,31 May 2017
1.004,0.000,0.00%,30 May 2017
1.004,0.000,0.00%,29 May 2017
1.004,0.001,0.10%,26 May 2017
1.003,0.001,0.10%,25 May 2017
1.002,0.000,0.00%,24 May 2017
1.002,0.003,0.30%,23 May 2017
0.999,0.001,0.10%,22 May 2017
0.998,0.006,0.60%,19 May 2017
0.992,-0.007,-0.70%,18 May 2017
0.999,-0.007,-0.70%,17 May 2017
1.006,0.004,0.40%,16 May 2017
1.002,0.002,0.20%,15 May 2017
1.0,0.003,0.30%,12 May 2017
0.997,-0.003,-0.30%,11 May 2017
1.0,-,-,10 May 2017
