Nav Price (SGD),Changes (SGD),Changes (%),NAV Date
1.154,0.004,0.35%,07 Nov 2019
1.15,0.002,0.17%,06 Nov 2019
1.148,0.000,0.00%,05 Nov 2019
1.148,0.004,0.35%,04 Nov 2019
1.144,0.002,0.18%,01 Nov 2019
1.142,-0.006,-0.52%,31 Oct 2019
1.148,0.003,0.26%,30 Oct 2019
1.145,0.002,0.17%,29 Oct 2019
1.143,0.002,0.18%,28 Oct 2019
1.141,0.001,0.09%,25 Oct 2019
1.14,0.008,0.71%,24 Oct 2019
1.132,0.000,0.00%,23 Oct 2019
1.132,0.004,0.35%,22 Oct 2019
1.128,0.004,0.36%,21 Oct 2019
1.124,-0.003,-0.27%,18 Oct 2019
1.127,0.001,0.09%,17 Oct 2019
1.126,-0.003,-0.27%,16 Oct 2019
1.129,0.007,0.62%,15 Oct 2019
1.122,-0.007,-0.62%,14 Oct 2019
1.129,0.012,1.07%,11 Oct 2019
1.117,0.003,0.27%,10 Oct 2019
1.114,0.005,0.45%,09 Oct 2019
1.109,-0.012,-1.07%,08 Oct 2019
1.121,0.005,0.45%,07 Oct 2019
1.116,0.012,1.09%,04 Oct 2019
1.104,0.000,0.00%,03 Oct 2019
1.104,-0.023,-2.04%,02 Oct 2019
1.127,-0.013,-1.14%,01 Oct 2019
1.14,0.003,0.26%,30 Sep 2019
1.137,0.004,0.35%,27 Sep 2019
1.133,0.009,0.80%,26 Sep 2019
1.124,-0.005,-0.44%,25 Sep 2019
1.129,0.005,0.44%,24 Sep 2019
1.124,-0.002,-0.18%,23 Sep 2019
1.126,-0.002,-0.18%,20 Sep 2019
1.128,0.006,0.53%,19 Sep 2019
1.122,0.003,0.27%,18 Sep 2019
1.119,0.005,0.45%,17 Sep 2019
1.114,-0.008,-0.71%,16 Sep 2019
1.122,-0.001,-0.09%,13 Sep 2019
1.123,0.006,0.54%,12 Sep 2019
1.117,0.007,0.63%,11 Sep 2019
1.11,-0.003,-0.27%,10 Sep 2019
1.113,-0.004,-0.36%,09 Sep 2019
1.117,0.001,0.09%,06 Sep 2019
1.116,0.002,0.18%,05 Sep 2019
1.114,0.007,0.63%,04 Sep 2019
1.107,-0.003,-0.27%,03 Sep 2019
1.11,0.004,0.36%,02 Sep 2019
1.106,0.004,0.36%,30 Aug 2019
1.102,0.009,0.82%,29 Aug 2019
1.093,-0.001,-0.09%,28 Aug 2019
1.094,0.005,0.46%,27 Aug 2019
1.089,0.001,0.09%,26 Aug 2019
1.088,-0.008,-0.73%,23 Aug 2019
1.096,-0.007,-0.63%,22 Aug 2019
1.103,0.008,0.73%,21 Aug 2019
1.095,-0.004,-0.36%,20 Aug 2019
1.099,0.010,0.92%,19 Aug 2019
1.089,0.012,1.11%,16 Aug 2019
1.077,-0.001,-0.09%,15 Aug 2019
1.078,-0.014,-1.28%,14 Aug 2019
1.092,0.005,0.46%,13 Aug 2019
1.087,-0.001,-0.09%,12 Aug 2019
1.088,-0.004,-0.37%,09 Aug 2019
1.092,0.016,1.49%,08 Aug 2019
1.076,0.003,0.28%,07 Aug 2019
1.073,-0.004,-0.37%,06 Aug 2019
1.077,-0.018,-1.64%,05 Aug 2019
1.095,-0.025,-2.23%,02 Aug 2019
1.12,-0.001,-0.09%,01 Aug 2019
1.121,-0.003,-0.27%,31 Jul 2019
1.124,-0.009,-0.79%,30 Jul 2019
1.133,0.004,0.35%,29 Jul 2019
1.129,0.005,0.44%,26 Jul 2019
1.124,-0.005,-0.44%,25 Jul 2019
1.129,0.002,0.18%,24 Jul 2019
1.127,0.003,0.27%,23 Jul 2019
1.124,-0.002,-0.18%,22 Jul 2019
1.126,0.004,0.36%,19 Jul 2019
1.122,-0.002,-0.18%,18 Jul 2019
1.124,0.000,0.00%,17 Jul 2019
1.124,0.001,0.09%,16 Jul 2019
1.123,0.004,0.36%,15 Jul 2019
1.119,-0.003,-0.27%,12 Jul 2019
1.122,-0.004,-0.36%,11 Jul 2019
1.126,0.002,0.18%,10 Jul 2019
1.124,0.001,0.09%,09 Jul 2019
1.123,-0.001,-0.09%,08 Jul 2019
1.124,-0.008,-0.71%,05 Jul 2019
1.132,-0.001,-0.09%,04 Jul 2019
1.133,0.009,0.80%,03 Jul 2019
1.124,0.005,0.45%,02 Jul 2019
1.119,0.008,0.72%,01 Jul 2019
1.111,0.001,0.09%,28 Jun 2019
1.11,-0.001,-0.09%,27 Jun 2019
1.111,-0.005,-0.45%,26 Jun 2019
1.116,-0.001,-0.09%,25 Jun 2019
1.117,0.001,0.09%,24 Jun 2019
1.116,0.001,0.09%,21 Jun 2019
1.115,0.008,0.72%,20 Jun 2019
1.107,-0.001,-0.09%,19 Jun 2019
1.108,0.010,0.91%,18 Jun 2019
1.098,-0.001,-0.09%,17 Jun 2019
1.099,-0.001,-0.09%,14 Jun 2019
1.1,-0.002,-0.18%,13 Jun 2019
1.102,0.000,0.00%,12 Jun 2019
1.102,0.003,0.27%,11 Jun 2019
1.099,0.003,0.27%,10 Jun 2019
1.096,0.011,1.01%,07 Jun 2019
1.085,0.008,0.74%,06 Jun 2019
1.077,0.008,0.75%,05 Jun 2019
1.069,0.004,0.38%,04 Jun 2019
1.065,0.001,0.09%,03 Jun 2019
1.064,-0.007,-0.65%,31 May 2019
1.071,0.007,0.66%,30 May 2019
1.064,-0.016,-1.48%,29 May 2019
1.08,-0.003,-0.28%,28 May 2019
1.083,0.000,0.00%,27 May 2019
1.083,0.010,0.93%,24 May 2019
1.073,-0.012,-1.11%,23 May 2019
1.085,0.003,0.28%,22 May 2019
1.082,0.003,0.28%,21 May 2019
1.079,-0.005,-0.46%,20 May 2019
1.084,-0.002,-0.18%,17 May 2019
1.086,0.014,1.31%,16 May 2019
1.072,0.004,0.37%,15 May 2019
1.068,0.010,0.95%,14 May 2019
1.058,-0.003,-0.28%,13 May 2019
1.061,0.001,0.09%,10 May 2019
1.06,-0.012,-1.12%,09 May 2019
1.072,0.001,0.09%,08 May 2019
1.071,-0.009,-0.83%,07 May 2019
1.08,-0.007,-0.64%,06 May 2019
1.087,0.007,0.65%,03 May 2019
1.08,-0.009,-0.83%,02 May 2019
1.089,-0.002,-0.18%,01 May 2019
1.091,0.005,0.46%,30 Apr 2019
1.086,0.000,0.00%,29 Apr 2019
1.086,0.004,0.37%,26 Apr 2019
1.082,0.000,0.00%,25 Apr 2019
1.082,0.000,0.00%,24 Apr 2019
1.082,0.005,0.46%,23 Apr 2019
1.077,0.000,0.00%,22 Apr 2019
1.077,-0.001,-0.09%,19 Apr 2019
1.078,0.003,0.28%,18 Apr 2019
1.075,0.000,0.00%,17 Apr 2019
1.075,0.007,0.66%,16 Apr 2019
1.068,0.001,0.09%,15 Apr 2019
1.067,-0.001,-0.09%,12 Apr 2019
1.068,0.000,0.00%,11 Apr 2019
1.068,0.002,0.19%,10 Apr 2019
1.066,-0.005,-0.47%,09 Apr 2019
1.071,-0.001,-0.09%,08 Apr 2019
1.072,0.002,0.19%,05 Apr 2019
1.07,-0.002,-0.19%,04 Apr 2019
1.072,0.006,0.56%,03 Apr 2019
1.066,0.003,0.28%,02 Apr 2019
1.063,0.003,0.28%,01 Apr 2019
1.06,0.005,0.47%,29 Mar 2019
1.055,0.002,0.19%,28 Mar 2019
1.053,-0.003,-0.28%,27 Mar 2019
1.056,0.009,0.86%,26 Mar 2019
1.047,-0.004,-0.38%,25 Mar 2019
1.051,-0.011,-1.04%,22 Mar 2019
1.062,0.003,0.28%,21 Mar 2019
1.059,-0.007,-0.66%,20 Mar 2019
1.066,0.000,0.00%,19 Mar 2019
1.066,0.001,0.09%,18 Mar 2019
1.065,0.008,0.76%,15 Mar 2019
1.057,0.004,0.38%,14 Mar 2019
1.053,0.004,0.38%,13 Mar 2019
1.049,0.004,0.38%,12 Mar 2019
1.045,0.006,0.58%,11 Mar 2019
1.039,-0.005,-0.48%,08 Mar 2019
1.044,-0.001,-0.10%,07 Mar 2019
1.045,-0.002,-0.19%,06 Mar 2019
1.047,0.003,0.29%,05 Mar 2019
1.044,0.000,0.00%,04 Mar 2019
1.044,-0.003,-0.29%,01 Mar 2019
1.047,0.003,0.29%,28 Feb 2019
1.044,-0.007,-0.67%,27 Feb 2019
1.051,-0.001,-0.10%,26 Feb 2019
1.052,0.001,0.10%,25 Feb 2019
1.051,0.004,0.38%,22 Feb 2019
1.047,0.003,0.29%,21 Feb 2019
1.044,0.005,0.48%,20 Feb 2019
1.039,0.001,0.10%,19 Feb 2019
1.038,-0.001,-0.10%,18 Feb 2019
1.039,0.009,0.87%,15 Feb 2019
1.03,-0.002,-0.19%,14 Feb 2019
1.032,0.001,0.10%,13 Feb 2019
1.031,0.006,0.59%,12 Feb 2019
1.025,0.006,0.59%,11 Feb 2019
1.019,-0.002,-0.20%,08 Feb 2019
1.021,-0.008,-0.78%,07 Feb 2019
1.029,0.000,0.00%,06 Feb 2019
1.029,0.007,0.68%,05 Feb 2019
1.022,0.002,0.20%,04 Feb 2019
1.02,0.003,0.29%,01 Feb 2019
1.017,0.008,0.79%,31 Jan 2019
1.009,0.005,0.50%,30 Jan 2019
1.004,0.008,0.80%,29 Jan 2019
0.996,-0.007,-0.70%,28 Jan 2019
1.003,0.002,0.20%,25 Jan 2019
1.001,0.004,0.40%,24 Jan 2019
0.997,0.001,0.10%,23 Jan 2019
0.996,-0.006,-0.60%,22 Jan 2019
1.002,0.000,0.00%,21 Jan 2019
1.002,0.013,1.31%,18 Jan 2019
0.989,0.002,0.20%,17 Jan 2019
0.987,0.000,0.00%,16 Jan 2019
0.987,0.009,0.92%,15 Jan 2019
0.978,-0.006,-0.61%,14 Jan 2019
0.984,0.001,0.10%,11 Jan 2019
0.983,0.003,0.31%,10 Jan 2019
0.98,0.005,0.51%,09 Jan 2019
0.975,0.002,0.21%,08 Jan 2019
0.973,0.002,0.21%,07 Jan 2019
0.971,0.012,1.25%,04 Jan 2019
0.959,-0.004,-0.42%,03 Jan 2019
0.963,-0.006,-0.62%,02 Jan 2019
0.969,0.001,0.10%,31 Dec 2018
0.968,0.018,1.89%,28 Dec 2018
0.95,0.003,0.32%,27 Dec 2018
0.947,0.000,0.00%,26 Dec 2018
0.947,-0.019,-1.97%,24 Dec 2018
0.966,-0.003,-0.31%,21 Dec 2018
0.969,-0.011,-1.12%,20 Dec 2018
0.98,0.004,0.41%,19 Dec 2018
0.976,-0.013,-1.31%,18 Dec 2018
0.989,-0.007,-0.70%,17 Dec 2018
0.996,-0.009,-0.90%,14 Dec 2018
1.005,-0.004,-0.40%,13 Dec 2018
1.009,0.010,1.00%,12 Dec 2018
0.999,0.013,1.32%,11 Dec 2018
0.986,-0.011,-1.10%,10 Dec 2018
0.997,0.010,1.01%,07 Dec 2018
0.987,-0.026,-2.57%,06 Dec 2018
1.013,-0.012,-1.17%,05 Dec 2018
1.025,0.001,0.10%,04 Dec 2018
1.024,0.003,0.29%,03 Dec 2018
1.021,0.002,0.20%,30 Nov 2018
1.019,0.000,0.00%,29 Nov 2018
1.019,0.004,0.39%,28 Nov 2018
1.015,0.002,0.20%,27 Nov 2018
1.013,0.006,0.60%,26 Nov 2018
1.007,0.006,0.60%,23 Nov 2018
1.001,-0.006,-0.60%,22 Nov 2018
1.007,0.003,0.30%,21 Nov 2018
1.004,-0.004,-0.40%,20 Nov 2018
1.008,-0.007,-0.69%,19 Nov 2018
1.015,0.005,0.50%,16 Nov 2018
1.01,0.000,0.00%,15 Nov 2018
1.01,-0.003,-0.30%,14 Nov 2018
1.013,0.003,0.30%,13 Nov 2018
1.01,-0.005,-0.49%,12 Nov 2018
1.015,0.001,0.10%,09 Nov 2018
1.014,0.004,0.40%,08 Nov 2018
1.01,0.009,0.90%,07 Nov 2018
1.001,0.001,0.10%,06 Nov 2018
1.0,0.006,0.60%,05 Nov 2018
0.994,-0.006,-0.60%,02 Nov 2018
1.0,-0.007,-0.70%,01 Nov 2018
1.007,0.013,1.31%,31 Oct 2018
0.994,0.002,0.20%,30 Oct 2018
0.992,0.004,0.40%,29 Oct 2018
0.988,-0.011,-1.10%,26 Oct 2018
0.999,-0.002,-0.20%,25 Oct 2018
1.001,0.006,0.60%,24 Oct 2018
0.995,-0.012,-1.19%,23 Oct 2018
1.007,-0.006,-0.59%,22 Oct 2018
1.013,0.011,1.10%,19 Oct 2018
1.002,0.000,0.00%,18 Oct 2018
1.002,0.002,0.20%,17 Oct 2018
1.0,0.014,1.42%,16 Oct 2018
0.986,0.003,0.31%,15 Oct 2018
0.983,-0.006,-0.61%,12 Oct 2018
0.989,-0.023,-2.27%,11 Oct 2018
1.012,-0.009,-0.88%,10 Oct 2018
1.021,0.002,0.20%,09 Oct 2018
1.019,-0.005,-0.49%,08 Oct 2018
1.024,-0.004,-0.39%,05 Oct 2018
1.028,-0.011,-1.06%,04 Oct 2018
1.039,0.003,0.29%,03 Oct 2018
1.036,-0.002,-0.19%,02 Oct 2018
1.038,0.003,0.29%,01 Oct 2018
1.035,-0.004,-0.38%,28 Sep 2018
1.039,0.001,0.10%,27 Sep 2018
1.038,0.002,0.19%,26 Sep 2018
1.036,0.003,0.29%,25 Sep 2018
1.033,-0.004,-0.39%,24 Sep 2018
1.037,0.004,0.39%,21 Sep 2018
1.033,0.007,0.68%,20 Sep 2018
1.026,-0.002,-0.19%,19 Sep 2018
1.028,0.001,0.10%,18 Sep 2018
1.027,0.001,0.10%,17 Sep 2018
1.026,0.002,0.20%,14 Sep 2018
1.024,0.000,0.00%,13 Sep 2018
1.024,0.000,0.00%,12 Sep 2018
1.024,0.001,0.10%,11 Sep 2018
1.023,0.004,0.39%,10 Sep 2018
1.019,0.000,0.00%,07 Sep 2018
1.019,-0.005,-0.49%,06 Sep 2018
1.024,-0.006,-0.58%,05 Sep 2018
1.03,-0.003,-0.29%,04 Sep 2018
1.033,0.001,0.10%,03 Sep 2018
1.032,-0.006,-0.58%,31 Aug 2018
1.038,-0.003,-0.29%,30 Aug 2018
1.041,0.004,0.39%,29 Aug 2018
1.037,-0.001,-0.10%,28 Aug 2018
1.038,0.004,0.39%,27 Aug 2018
1.034,0.002,0.19%,24 Aug 2018
1.032,-0.001,-0.10%,23 Aug 2018
1.033,0.001,0.10%,22 Aug 2018
1.032,-0.001,-0.10%,21 Aug 2018
1.033,0.004,0.39%,20 Aug 2018
1.029,0.003,0.29%,17 Aug 2018
1.026,0.006,0.59%,16 Aug 2018
1.02,-0.006,-0.58%,15 Aug 2018
1.026,0.002,0.20%,14 Aug 2018
1.024,-0.003,-0.29%,13 Aug 2018
1.027,-0.007,-0.68%,10 Aug 2018
1.034,-0.001,-0.10%,09 Aug 2018
1.035,0.002,0.19%,08 Aug 2018
1.033,0.003,0.29%,07 Aug 2018
1.03,0.001,0.10%,06 Aug 2018
1.029,0.007,0.68%,03 Aug 2018
1.022,-0.003,-0.29%,02 Aug 2018
1.025,-0.006,-0.58%,01 Aug 2018
1.031,0.005,0.49%,31 Jul 2018
1.026,-0.003,-0.29%,30 Jul 2018
1.029,0.003,0.29%,27 Jul 2018
1.026,0.007,0.69%,26 Jul 2018
1.019,-0.001,-0.10%,25 Jul 2018
1.02,0.002,0.20%,24 Jul 2018
1.018,-0.002,-0.20%,23 Jul 2018
1.02,0.000,0.00%,20 Jul 2018
1.02,0.000,0.00%,19 Jul 2018
1.02,0.002,0.20%,18 Jul 2018
1.018,0.005,0.49%,17 Jul 2018
1.013,-0.004,-0.39%,16 Jul 2018
1.017,0.002,0.20%,13 Jul 2018
1.015,0.011,1.10%,12 Jul 2018
1.004,-0.006,-0.59%,11 Jul 2018
1.01,0.004,0.40%,10 Jul 2018
1.006,0.003,0.30%,09 Jul 2018
1.003,0.005,0.50%,06 Jul 2018
0.998,0.004,0.40%,05 Jul 2018
0.994,0.001,0.10%,04 Jul 2018
0.993,0.008,0.81%,03 Jul 2018
0.985,-0.010,-1.01%,02 Jul 2018
0.995,0.007,0.71%,29 Jun 2018
0.988,-0.004,-0.40%,28 Jun 2018
0.992,0.002,0.20%,27 Jun 2018
0.99,0.004,0.41%,26 Jun 2018
0.986,-0.013,-1.30%,25 Jun 2018
0.999,0.008,0.81%,22 Jun 2018
0.991,-0.004,-0.40%,21 Jun 2018
0.995,0.001,0.10%,20 Jun 2018
0.994,-0.002,-0.20%,19 Jun 2018
0.996,-0.004,-0.40%,18 Jun 2018
1.0,-0.003,-0.30%,15 Jun 2018
1.003,0.002,0.20%,14 Jun 2018
1.001,0.000,0.00%,13 Jun 2018
1.001,0.000,0.00%,12 Jun 2018
1.001,0.005,0.50%,11 Jun 2018
0.996,-0.002,-0.20%,08 Jun 2018
0.998,0.000,0.00%,07 Jun 2018
0.998,0.001,0.10%,06 Jun 2018
0.997,-0.002,-0.20%,05 Jun 2018
0.999,0.007,0.71%,04 Jun 2018
0.992,0.001,0.10%,01 Jun 2018
0.991,-0.001,-0.10%,31 May 2018
0.992,0.005,0.51%,30 May 2018
0.987,-0.009,-0.90%,29 May 2018
0.996,-0.002,-0.20%,28 May 2018
0.998,0.002,0.20%,25 May 2018
0.996,-0.002,-0.20%,24 May 2018
0.998,-0.008,-0.80%,23 May 2018
1.006,0.000,0.00%,22 May 2018
1.006,0.004,0.40%,21 May 2018
1.002,-0.002,-0.20%,18 May 2018
1.004,0.002,0.20%,17 May 2018
1.002,0.000,0.00%,16 May 2018
1.002,-0.002,-0.20%,15 May 2018
1.004,0.000,0.00%,14 May 2018
1.004,0.001,0.10%,11 May 2018
1.003,0.007,0.70%,10 May 2018
0.996,0.003,0.30%,09 May 2018
0.993,-0.003,-0.30%,08 May 2018
0.996,0.006,0.61%,07 May 2018
0.99,0.010,1.02%,04 May 2018
0.98,-0.007,-0.71%,03 May 2018
0.987,0.006,0.61%,02 May 2018
0.981,-0.011,-1.11%,01 May 2018
0.992,0.003,0.30%,30 Apr 2018
0.989,0.004,0.41%,27 Apr 2018
0.985,0.008,0.82%,26 Apr 2018
0.977,-0.006,-0.61%,25 Apr 2018
0.983,0.003,0.31%,24 Apr 2018
0.98,0.002,0.20%,23 Apr 2018
0.978,-0.003,-0.31%,20 Apr 2018
0.981,-0.005,-0.51%,19 Apr 2018
0.986,0.001,0.10%,18 Apr 2018
0.985,0.003,0.31%,17 Apr 2018
0.982,0.001,0.10%,16 Apr 2018
0.981,0.000,0.00%,13 Apr 2018
0.981,0.000,0.00%,12 Apr 2018
0.981,-0.004,-0.41%,11 Apr 2018
0.985,0.003,0.31%,10 Apr 2018
0.982,0.005,0.51%,09 Apr 2018
0.977,-0.004,-0.41%,06 Apr 2018
0.981,0.018,1.87%,05 Apr 2018
0.963,0.003,0.31%,04 Apr 2018
0.96,0.003,0.31%,03 Apr 2018
0.957,-0.015,-1.54%,02 Apr 2018
0.972,0.001,0.10%,30 Mar 2018
0.971,0.004,0.41%,29 Mar 2018
0.967,0.000,0.00%,28 Mar 2018
0.967,0.017,1.79%,27 Mar 2018
0.95,-0.002,-0.21%,26 Mar 2018
0.952,-0.012,-1.24%,23 Mar 2018
0.964,-0.012,-1.23%,22 Mar 2018
0.976,0.000,0.00%,21 Mar 2018
0.976,0.001,0.10%,20 Mar 2018
0.975,-0.010,-1.02%,19 Mar 2018
0.985,0.000,0.00%,16 Mar 2018
0.985,0.003,0.31%,15 Mar 2018
0.982,-0.004,-0.41%,14 Mar 2018
0.986,-0.007,-0.70%,13 Mar 2018
0.993,0.004,0.40%,12 Mar 2018
0.989,0.007,0.71%,09 Mar 2018
0.982,0.010,1.03%,08 Mar 2018
0.972,0.001,0.10%,07 Mar 2018
0.971,0.000,0.00%,06 Mar 2018
0.971,0.014,1.46%,05 Mar 2018
0.957,-0.014,-1.44%,02 Mar 2018
0.971,-0.013,-1.32%,01 Mar 2018
0.984,-0.006,-0.61%,28 Feb 2018
0.99,-0.002,-0.20%,27 Feb 2018
0.992,0.006,0.61%,26 Feb 2018
0.986,0.005,0.51%,23 Feb 2018
0.981,-0.003,-0.30%,22 Feb 2018
0.984,0.001,0.10%,21 Feb 2018
0.983,0.004,0.41%,20 Feb 2018
0.979,-0.005,-0.51%,19 Feb 2018
0.984,0.013,1.34%,16 Feb 2018
0.971,0.007,0.73%,15 Feb 2018
0.964,0.007,0.73%,14 Feb 2018
0.957,-0.006,-0.62%,13 Feb 2018
0.963,0.015,1.58%,12 Feb 2018
0.948,-0.013,-1.35%,09 Feb 2018
0.961,-0.019,-1.94%,08 Feb 2018
0.98,0.019,1.98%,07 Feb 2018
0.961,-0.033,-3.32%,06 Feb 2018
0.994,-0.013,-1.29%,05 Feb 2018
1.007,-0.008,-0.79%,02 Feb 2018
1.015,-0.004,-0.39%,01 Feb 2018
1.019,-0.004,-0.39%,31 Jan 2018
1.023,-0.006,-0.58%,30 Jan 2018
1.029,-0.002,-0.19%,29 Jan 2018
1.031,0.003,0.29%,26 Jan 2018
1.028,-0.003,-0.29%,25 Jan 2018
1.031,-0.004,-0.39%,24 Jan 2018
1.035,0.003,0.29%,23 Jan 2018
1.032,0.002,0.19%,22 Jan 2018
1.03,0.005,0.49%,19 Jan 2018
1.025,0.000,0.00%,18 Jan 2018
1.025,0.002,0.20%,17 Jan 2018
1.023,0.002,0.20%,16 Jan 2018
1.021,-0.002,-0.20%,15 Jan 2018
1.023,0.003,0.29%,12 Jan 2018
1.02,-0.001,-0.10%,11 Jan 2018
1.021,-0.008,-0.78%,10 Jan 2018
1.029,0.004,0.39%,09 Jan 2018
1.025,0.001,0.10%,08 Jan 2018
1.024,0.004,0.39%,05 Jan 2018
1.02,0.009,0.89%,04 Jan 2018
1.011,0.005,0.50%,03 Jan 2018
1.006,-0.007,-0.69%,02 Jan 2018
1.013,0.000,0.00%,29 Dec 2017
1.013,0.000,0.00%,28 Dec 2017
1.013,0.000,0.00%,27 Dec 2017
1.013,0.000,0.00%,26 Dec 2017
1.013,-0.001,-0.10%,22 Dec 2017
1.014,0.001,0.10%,21 Dec 2017
1.013,-0.003,-0.30%,20 Dec 2017
1.016,-0.005,-0.49%,19 Dec 2017
1.021,0.005,0.49%,18 Dec 2017
1.016,0.002,0.20%,15 Dec 2017
1.014,-0.003,-0.29%,14 Dec 2017
1.017,-0.001,-0.10%,13 Dec 2017
1.018,0.003,0.30%,12 Dec 2017
1.015,0.002,0.20%,11 Dec 2017
1.013,0.002,0.20%,08 Dec 2017
1.011,0.000,0.00%,07 Dec 2017
1.011,-0.001,-0.10%,06 Dec 2017
1.012,-0.004,-0.39%,05 Dec 2017
1.016,0.008,0.79%,04 Dec 2017
1.008,-0.007,-0.69%,01 Dec 2017
1.015,-0.001,-0.10%,30 Nov 2017
1.016,0.000,0.00%,29 Nov 2017
1.016,0.008,0.79%,28 Nov 2017
1.008,-0.003,-0.30%,27 Nov 2017
1.011,0.003,0.30%,24 Nov 2017
1.008,0.000,0.00%,23 Nov 2017
1.008,-0.004,-0.40%,22 Nov 2017
1.012,0.004,0.40%,21 Nov 2017
1.008,0.004,0.40%,20 Nov 2017
1.004,-0.002,-0.20%,17 Nov 2017
1.006,0.006,0.60%,16 Nov 2017
1.0,-0.003,-0.30%,15 Nov 2017
1.003,-0.001,-0.10%,14 Nov 2017
1.004,-0.001,-0.10%,13 Nov 2017
1.005,-0.006,-0.59%,10 Nov 2017
1.011,-0.007,-0.69%,09 Nov 2017
1.018,0.003,0.30%,08 Nov 2017
1.015,-0.001,-0.10%,07 Nov 2017
1.016,-0.001,-0.10%,06 Nov 2017
1.017,0.003,0.30%,03 Nov 2017
1.014,0.000,0.00%,02 Nov 2017
1.014,-0.003,-0.29%,01 Nov 2017
1.017,0.002,0.20%,31 Oct 2017
1.015,-0.001,-0.10%,30 Oct 2017
1.016,0.002,0.20%,27 Oct 2017
1.014,0.010,1.00%,26 Oct 2017
1.004,-0.008,-0.79%,25 Oct 2017
1.012,-0.005,-0.49%,24 Oct 2017
1.017,0.000,0.00%,23 Oct 2017
1.017,0.002,0.20%,20 Oct 2017
1.015,-0.001,-0.10%,19 Oct 2017
1.016,0.003,0.30%,18 Oct 2017
1.013,0.002,0.20%,17 Oct 2017
1.011,-0.002,-0.20%,16 Oct 2017
1.013,0.001,0.10%,13 Oct 2017
1.012,0.002,0.20%,12 Oct 2017
1.01,0.004,0.40%,11 Oct 2017
1.006,0.000,0.00%,10 Oct 2017
1.006,0.002,0.20%,09 Oct 2017
1.004,-0.001,-0.10%,06 Oct 2017
1.005,0.004,0.40%,05 Oct 2017
1.001,0.001,0.10%,04 Oct 2017
1.0,0.000,0.00%,03 Oct 2017
1.0,0.004,0.40%,02 Oct 2017
0.996,0.004,0.40%,29 Sep 2017
0.992,0.003,0.30%,28 Sep 2017
0.989,-0.002,-0.20%,27 Sep 2017
0.991,-0.001,-0.10%,26 Sep 2017
0.992,0.002,0.20%,25 Sep 2017
0.99,-0.001,-0.10%,22 Sep 2017
0.991,-0.001,-0.10%,21 Sep 2017
0.992,-0.003,-0.30%,20 Sep 2017
0.995,0.001,0.10%,19 Sep 2017
0.994,0.003,0.30%,18 Sep 2017
0.991,-0.004,-0.40%,15 Sep 2017
0.995,-0.001,-0.10%,14 Sep 2017
0.996,-0.001,-0.10%,13 Sep 2017
0.997,0.002,0.20%,12 Sep 2017
0.995,0.008,0.81%,11 Sep 2017
0.987,0.000,0.00%,08 Sep 2017
0.987,0.001,0.10%,07 Sep 2017
0.986,0.001,0.10%,06 Sep 2017
0.985,-0.003,-0.30%,05 Sep 2017
0.988,-0.003,-0.30%,04 Sep 2017
0.991,0.001,0.10%,01 Sep 2017
0.99,0.006,0.61%,31 Aug 2017
0.984,0.003,0.31%,30 Aug 2017
0.981,-0.004,-0.41%,29 Aug 2017
0.985,-0.003,-0.30%,28 Aug 2017
0.988,0.001,0.10%,25 Aug 2017
0.987,-0.001,-0.10%,24 Aug 2017
0.988,-0.002,-0.20%,23 Aug 2017
0.99,0.006,0.61%,22 Aug 2017
0.984,-0.001,-0.10%,21 Aug 2017
0.985,-0.007,-0.71%,18 Aug 2017
0.992,-0.006,-0.60%,17 Aug 2017
0.998,0.005,0.50%,16 Aug 2017
0.993,0.002,0.20%,15 Aug 2017
0.991,0.007,0.71%,14 Aug 2017
0.984,-0.004,-0.40%,11 Aug 2017
0.988,-0.006,-0.60%,10 Aug 2017
0.994,-0.006,-0.60%,09 Aug 2017
1.0,0.002,0.20%,08 Aug 2017
0.998,-0.001,-0.10%,07 Aug 2017
0.999,0.005,0.50%,04 Aug 2017
0.994,0.002,0.20%,03 Aug 2017
0.992,-0.001,-0.10%,02 Aug 2017
0.993,0.002,0.20%,01 Aug 2017
0.991,0.000,0.00%,31 Jul 2017
0.991,-0.004,-0.40%,28 Jul 2017
0.995,0.002,0.20%,27 Jul 2017
0.993,0.000,0.00%,26 Jul 2017
0.993,0.000,0.00%,25 Jul 2017
0.993,-0.005,-0.50%,24 Jul 2017
0.998,-0.006,-0.60%,21 Jul 2017
1.004,0.003,0.30%,20 Jul 2017
1.001,0.005,0.50%,19 Jul 2017
0.996,-0.002,-0.20%,18 Jul 2017
0.998,0.000,0.00%,17 Jul 2017
0.998,0.000,0.00%,14 Jul 2017
0.998,0.002,0.20%,13 Jul 2017
0.996,0.008,0.81%,12 Jul 2017
0.988,-0.003,-0.30%,11 Jul 2017
0.991,0.001,0.10%,10 Jul 2017
0.99,-0.001,-0.10%,07 Jul 2017
0.991,-0.006,-0.60%,06 Jul 2017
0.997,0.002,0.20%,05 Jul 2017
0.995,-0.003,-0.30%,04 Jul 2017
0.998,0.003,0.30%,03 Jul 2017
0.995,-0.001,-0.10%,30 Jun 2017
0.996,-0.013,-1.29%,29 Jun 2017
1.009,-0.004,-0.39%,28 Jun 2017
1.013,-0.006,-0.59%,27 Jun 2017
1.019,0.003,0.30%,26 Jun 2017
1.016,-0.002,-0.20%,23 Jun 2017
1.018,0.001,0.10%,22 Jun 2017
