Nav Price (SGD),Changes (SGD),Changes (%),NAV Date
11.56,0.08,0.70%,20 Jul 2020
11.48,0.00,0.00%,17 Jul 2020
11.48,0.01,0.09%,16 Jul 2020
11.47,0.04,0.35%,15 Jul 2020
11.43,0.11,0.97%,14 Jul 2020
11.32,-0.07,-0.61%,13 Jul 2020
11.39,0.03,0.26%,10 Jul 2020
11.36,-0.01,-0.09%,09 Jul 2020
11.37,0.03,0.26%,08 Jul 2020
11.34,-0.04,-0.35%,07 Jul 2020
11.38,0.10,0.89%,06 Jul 2020
11.28,0.04,0.36%,02 Jul 2020
11.24,0.03,0.27%,01 Jul 2020
11.21,0.10,0.90%,30 Jun 2020
11.11,0.10,0.91%,29 Jun 2020
11.01,-0.14,-1.26%,26 Jun 2020
11.15,0.07,0.63%,25 Jun 2020
11.08,-0.15,-1.34%,24 Jun 2020
11.23,0.03,0.27%,23 Jun 2020
11.2,0.00,0.00%,22 Jun 2020
11.2,-0.01,-0.09%,19 Jun 2020
11.21,0.02,0.18%,18 Jun 2020
11.19,-0.01,-0.09%,17 Jun 2020
11.2,0.18,1.63%,16 Jun 2020
11.02,0.03,0.27%,15 Jun 2020
10.99,0.06,0.55%,12 Jun 2020
10.93,-0.28,-2.50%,11 Jun 2020
11.21,-0.03,-0.27%,10 Jun 2020
11.24,-0.02,-0.18%,09 Jun 2020
11.26,0.01,0.09%,08 Jun 2020
11.25,0.11,0.99%,05 Jun 2020
11.14,-0.03,-0.27%,04 Jun 2020
11.17,0.05,0.45%,03 Jun 2020
11.12,0.00,0.00%,02 Jun 2020
11.12,-0.03,-0.27%,01 Jun 2020
11.15,0.01,0.09%,29 May 2020
11.14,-0.01,-0.09%,28 May 2020
11.15,0.10,0.90%,27 May 2020
11.05,0.00,0.00%,26 May 2020
11.05,0.08,0.73%,22 May 2020
10.97,0.00,0.00%,21 May 2020
10.97,0.07,0.64%,20 May 2020
10.9,-0.03,-0.27%,19 May 2020
10.93,0.08,0.74%,18 May 2020
10.85,0.05,0.46%,15 May 2020
10.8,0.11,1.03%,14 May 2020
10.69,-0.07,-0.65%,13 May 2020
10.76,-0.09,-0.83%,12 May 2020
10.85,0.04,0.37%,11 May 2020
10.81,0.05,0.46%,08 May 2020
10.76,0.03,0.28%,07 May 2020
10.73,0.00,0.00%,06 May 2020
10.73,0.04,0.37%,05 May 2020
10.69,-0.10,-0.93%,04 May 2020
10.79,-0.08,-0.74%,30 Apr 2020
10.87,0.10,0.93%,29 Apr 2020
10.77,-0.05,-0.46%,28 Apr 2020
10.82,0.02,0.19%,27 Apr 2020
10.8,0.07,0.65%,24 Apr 2020
10.73,-0.03,-0.28%,23 Apr 2020
10.76,0.11,1.03%,22 Apr 2020
10.65,-0.11,-1.02%,21 Apr 2020
10.76,-0.10,-0.92%,20 Apr 2020
10.86,0.07,0.65%,17 Apr 2020
10.79,0.10,0.94%,16 Apr 2020
10.69,-0.01,-0.09%,15 Apr 2020
10.7,0.17,1.61%,14 Apr 2020
10.53,-0.06,-0.57%,13 Apr 2020
10.59,0.07,0.67%,09 Apr 2020
10.52,0.17,1.64%,08 Apr 2020
10.35,-0.08,-0.77%,07 Apr 2020
10.43,0.31,3.06%,06 Apr 2020
10.12,-0.01,-0.10%,03 Apr 2020
10.13,0.06,0.60%,02 Apr 2020
10.07,-0.10,-0.98%,01 Apr 2020
10.17,-0.08,-0.78%,31 Mar 2020
10.25,0.15,1.49%,30 Mar 2020
10.1,-0.15,-1.46%,27 Mar 2020
10.25,0.24,2.40%,26 Mar 2020
10.01,0.12,1.21%,25 Mar 2020
9.89,0.35,3.67%,24 Mar 2020
9.54,-0.01,-0.10%,23 Mar 2020
9.55,-0.17,-1.75%,20 Mar 2020
9.72,0.06,0.62%,19 Mar 2020
9.66,-0.30,-3.01%,18 Mar 2020
9.96,0.24,2.47%,17 Mar 2020
9.72,-0.67,-6.45%,16 Mar 2020
10.39,0.50,5.06%,13 Mar 2020
9.89,-0.52,-5.00%,12 Mar 2020
10.41,-0.33,-3.07%,11 Mar 2020
10.74,0.29,2.78%,10 Mar 2020
10.45,-0.44,-4.04%,09 Mar 2020
10.89,-0.10,-0.91%,06 Mar 2020
10.99,-0.18,-1.61%,05 Mar 2020
11.17,0.22,2.01%,04 Mar 2020
10.95,-0.17,-1.53%,03 Mar 2020
11.12,0.26,2.39%,02 Mar 2020
10.86,-0.03,-0.28%,28 Feb 2020
10.89,-0.31,-2.77%,27 Feb 2020
11.2,-0.05,-0.44%,26 Feb 2020
11.25,-0.22,-1.92%,25 Feb 2020
11.47,-0.24,-2.05%,24 Feb 2020
11.71,-0.10,-0.85%,21 Feb 2020
11.81,0.03,0.25%,20 Feb 2020
11.78,0.06,0.51%,19 Feb 2020
11.72,-0.03,-0.26%,18 Feb 2020
11.75,0.05,0.43%,14 Feb 2020
11.7,0.02,0.17%,13 Feb 2020
11.68,0.05,0.43%,12 Feb 2020
11.63,-0.02,-0.17%,11 Feb 2020
11.65,0.06,0.52%,10 Feb 2020
11.59,-0.01,-0.09%,07 Feb 2020
11.6,0.07,0.61%,06 Feb 2020
11.53,0.16,1.41%,05 Feb 2020
11.37,0.11,0.98%,04 Feb 2020
11.26,0.09,0.81%,03 Feb 2020
11.17,-0.11,-0.98%,31 Jan 2020
11.28,0.04,0.36%,30 Jan 2020
11.24,0.04,0.36%,29 Jan 2020
11.2,0.07,0.63%,28 Jan 2020
11.13,-0.05,-0.45%,27 Jan 2020
11.18,-0.07,-0.62%,24 Jan 2020
11.25,0.04,0.36%,23 Jan 2020
11.21,0.00,0.00%,22 Jan 2020
11.21,0.01,0.09%,21 Jan 2020
11.2,0.03,0.27%,17 Jan 2020
11.17,0.08,0.72%,16 Jan 2020
11.09,0.01,0.09%,15 Jan 2020
11.08,0.00,0.00%,14 Jan 2020
11.08,0.03,0.27%,13 Jan 2020
11.05,-0.04,-0.36%,10 Jan 2020
11.09,0.07,0.64%,09 Jan 2020
11.02,0.04,0.36%,08 Jan 2020
10.98,-0.02,-0.18%,07 Jan 2020
11.0,0.02,0.18%,06 Jan 2020
10.98,-0.02,-0.18%,03 Jan 2020
11.0,0.09,0.82%,02 Jan 2020
10.91,-0.02,-0.18%,31 Dec 2019
10.93,-0.07,-0.64%,30 Dec 2019
11.0,0.02,0.18%,27 Dec 2019
10.98,-0.01,-0.09%,24 Dec 2019
10.99,0.01,0.09%,23 Dec 2019
10.98,0.03,0.27%,20 Dec 2019
10.95,0.04,0.37%,19 Dec 2019
10.91,-0.01,-0.09%,18 Dec 2019
10.92,0.01,0.09%,17 Dec 2019
10.91,0.02,0.18%,16 Dec 2019
10.89,0.03,0.28%,13 Dec 2019
10.86,0.03,0.28%,12 Dec 2019
10.83,0.01,0.09%,11 Dec 2019
10.82,-0.02,-0.18%,10 Dec 2019
10.84,-0.02,-0.18%,09 Dec 2019
10.86,0.05,0.46%,06 Dec 2019
10.81,0.00,0.00%,05 Dec 2019
10.81,0.03,0.28%,04 Dec 2019
10.78,-0.05,-0.46%,03 Dec 2019
10.83,-0.08,-0.73%,02 Dec 2019
10.91,-0.01,-0.09%,29 Nov 2019
10.92,0.02,0.18%,27 Nov 2019
10.9,0.03,0.28%,26 Nov 2019
10.87,0.07,0.65%,25 Nov 2019
10.8,0.03,0.28%,22 Nov 2019
10.77,0.00,0.00%,21 Nov 2019
10.77,-0.01,-0.09%,20 Nov 2019
10.78,-0.01,-0.09%,19 Nov 2019
10.79,0.00,0.00%,18 Nov 2019
10.79,0.03,0.28%,15 Nov 2019
10.76,0.03,0.28%,14 Nov 2019
10.73,0.02,0.19%,13 Nov 2019
10.71,0.02,0.19%,12 Nov 2019
10.69,0.01,0.09%,11 Nov 2019
10.68,0.03,0.28%,08 Nov 2019
10.65,0.00,0.00%,07 Nov 2019
10.65,0.02,0.19%,06 Nov 2019
10.63,-0.01,-0.09%,05 Nov 2019
10.64,0.03,0.28%,04 Nov 2019
10.61,0.02,0.19%,01 Nov 2019
10.59,-0.03,-0.28%,31 Oct 2019
10.62,0.04,0.38%,30 Oct 2019
10.58,0.00,0.00%,29 Oct 2019
10.58,0.03,0.28%,28 Oct 2019
10.55,0.03,0.29%,25 Oct 2019
10.52,0.04,0.38%,24 Oct 2019
10.48,0.00,0.00%,23 Oct 2019
10.48,-0.04,-0.38%,22 Oct 2019
10.52,0.02,0.19%,21 Oct 2019
10.5,-0.04,-0.38%,18 Oct 2019
10.54,-0.02,-0.19%,17 Oct 2019
10.56,-0.03,-0.28%,16 Oct 2019
10.59,0.07,0.67%,15 Oct 2019
10.52,-0.03,-0.28%,14 Oct 2019
10.55,0.04,0.38%,11 Oct 2019
10.51,-0.03,-0.28%,10 Oct 2019
10.54,0.06,0.57%,09 Oct 2019
10.48,-0.09,-0.85%,08 Oct 2019
10.57,-0.01,-0.09%,07 Oct 2019
10.58,0.08,0.76%,04 Oct 2019
10.5,0.03,0.29%,03 Oct 2019
10.47,-0.13,-1.23%,02 Oct 2019
10.6,-0.08,-0.75%,01 Oct 2019
10.68,0.04,0.38%,30 Sep 2019
10.64,-0.04,-0.37%,27 Sep 2019
10.68,0.02,0.19%,26 Sep 2019
10.66,0.06,0.57%,25 Sep 2019
10.6,-0.07,-0.66%,24 Sep 2019
10.67,0.01,0.09%,23 Sep 2019
10.66,-0.04,-0.37%,20 Sep 2019
10.7,0.03,0.28%,19 Sep 2019
10.67,0.01,0.09%,18 Sep 2019
10.66,0.02,0.19%,17 Sep 2019
10.64,0.00,0.00%,16 Sep 2019
10.64,-0.05,-0.47%,13 Sep 2019
10.69,0.00,0.00%,12 Sep 2019
10.69,0.04,0.38%,11 Sep 2019
10.65,-0.04,-0.37%,10 Sep 2019
10.69,-0.04,-0.37%,09 Sep 2019
10.73,-0.01,-0.09%,06 Sep 2019
10.74,0.08,0.75%,05 Sep 2019
10.66,0.03,0.28%,04 Sep 2019
10.63,-0.03,-0.28%,03 Sep 2019
10.66,0.00,0.00%,30 Aug 2019
10.66,0.08,0.76%,29 Aug 2019
10.58,0.04,0.38%,28 Aug 2019
10.54,0.00,0.00%,27 Aug 2019
10.54,0.09,0.86%,26 Aug 2019
10.45,-0.15,-1.42%,23 Aug 2019
10.6,0.01,0.09%,22 Aug 2019
10.59,0.06,0.57%,21 Aug 2019
10.53,-0.05,-0.47%,20 Aug 2019
10.58,0.09,0.86%,19 Aug 2019
10.49,0.06,0.58%,16 Aug 2019
10.43,0.02,0.19%,15 Aug 2019
10.41,-0.13,-1.23%,14 Aug 2019
10.54,0.08,0.76%,13 Aug 2019
10.46,-0.06,-0.57%,12 Aug 2019
10.52,-0.02,-0.19%,09 Aug 2019
10.54,0.12,1.15%,08 Aug 2019
10.42,0.02,0.19%,07 Aug 2019
10.4,0.07,0.68%,06 Aug 2019
10.33,-0.13,-1.24%,05 Aug 2019
10.46,-0.03,-0.29%,02 Aug 2019
10.49,0.00,0.00%,01 Aug 2019
10.49,-0.05,-0.47%,31 Jul 2019
10.54,-0.02,-0.19%,30 Jul 2019
10.56,-0.01,-0.09%,29 Jul 2019
10.57,0.08,0.76%,26 Jul 2019
10.49,-0.01,-0.10%,25 Jul 2019
10.5,0.01,0.10%,24 Jul 2019
10.49,0.09,0.87%,23 Jul 2019
10.4,0.02,0.19%,22 Jul 2019
10.38,-0.01,-0.10%,19 Jul 2019
10.39,0.02,0.19%,18 Jul 2019
10.37,0.06,0.58%,03 Jul 2019
10.31,0.04,0.39%,02 Jul 2019
10.27,0.07,0.69%,01 Jul 2019
10.2,0.00,0.00%,30 Jun 2019
10.2,0.00,0.00%,29 Jun 2019
10.2,0.02,0.20%,28 Jun 2019
10.18,0.02,0.20%,27 Jun 2019
10.16,-0.01,-0.10%,26 Jun 2019
10.17,-0.06,-0.59%,25 Jun 2019
10.23,-0.02,-0.20%,24 Jun 2019
10.25,0.00,0.00%,23 Jun 2019
10.25,0.00,0.00%,22 Jun 2019
10.25,-0.03,-0.29%,21 Jun 2019
10.28,0.01,0.10%,20 Jun 2019
10.27,-0.01,-0.10%,19 Jun 2019
10.28,0.05,0.49%,18 Jun 2019
10.23,0.00,0.00%,17 Jun 2019
10.23,0.00,0.00%,16 Jun 2019
10.23,0.00,0.00%,15 Jun 2019
10.23,0.02,0.20%,14 Jun 2019
10.21,0.02,0.20%,13 Jun 2019
10.19,0.02,0.20%,12 Jun 2019
10.17,-0.02,-0.20%,11 Jun 2019
10.19,0.05,0.49%,10 Jun 2019
10.14,0.00,0.00%,09 Jun 2019
10.14,0.00,0.00%,08 Jun 2019
10.14,0.07,0.70%,07 Jun 2019
10.07,0.02,0.20%,06 Jun 2019
10.05,0.05,0.50%,05 Jun 2019
10.0,-,-,04 Jun 2019
