Nav Price (SGD),Changes (SGD),Changes (%),NAV Date
185.74,-1.10,-0.59%,19 Oct 2022
186.84,1.64,0.89%,18 Oct 2022
185.2,4.89,2.71%,17 Oct 2022
180.31,-5.31,-2.86%,14 Oct 2022
185.62,2.61,1.43%,13 Oct 2022
183.01,-0.89,-0.48%,12 Oct 2022
183.9,-1.85,-1.00%,11 Oct 2022
185.75,-2.23,-1.19%,10 Oct 2022
187.98,-5.98,-3.08%,07 Oct 2022
193.96,-0.43,-0.22%,06 Oct 2022
194.39,0.76,0.39%,05 Oct 2022
193.63,4.93,2.61%,04 Oct 2022
188.7,4.35,2.36%,03 Oct 2022
184.35,-2.61,-1.40%,30 Sep 2022
186.96,-2.97,-1.56%,29 Sep 2022
189.93,3.40,1.82%,28 Sep 2022
186.53,0.33,0.18%,27 Sep 2022
186.2,-0.51,-0.27%,26 Sep 2022
186.71,-0.30,-0.16%,23 Sep 2022
187.01,-1.97,-1.04%,22 Sep 2022
188.98,-1.69,-0.89%,21 Sep 2022
190.67,-2.41,-1.25%,20 Sep 2022
193.08,0.51,0.26%,19 Sep 2022
192.57,-1.80,-0.93%,16 Sep 2022
194.37,-2.50,-1.27%,15 Sep 2022
196.87,0.35,0.18%,14 Sep 2022
196.52,-8.50,-4.15%,13 Sep 2022
205.02,1.36,0.67%,12 Sep 2022
203.66,2.54,1.26%,09 Sep 2022
201.12,1.76,0.88%,08 Sep 2022
199.36,3.92,2.01%,07 Sep 2022
195.44,-0.07,-0.04%,06 Sep 2022
195.51,-2.47,-1.25%,02 Sep 2022
197.98,0.40,0.20%,01 Sep 2022
197.58,-1.41,-0.71%,31 Aug 2022
198.99,-0.96,-0.48%,30 Aug 2022
199.95,-1.41,-0.70%,29 Aug 2022
201.36,-7.73,-3.70%,26 Aug 2022
209.09,2.68,1.30%,25 Aug 2022
206.41,0.83,0.40%,24 Aug 2022
205.58,-1.93,-0.93%,23 Aug 2022
207.51,-4.29,-2.03%,22 Aug 2022
211.8,-2.64,-1.23%,19 Aug 2022
214.44,0.77,0.36%,18 Aug 2022
213.67,-2.07,-0.96%,17 Aug 2022
215.74,2.72,1.28%,16 Aug 2022
213.02,3.25,1.55%,12 Aug 2022
209.77,-1.17,-0.55%,11 Aug 2022
210.94,3.51,1.69%,10 Aug 2022
207.43,-3.22,-1.53%,09 Aug 2022
210.65,-1.40,-0.66%,08 Aug 2022
212.05,1.09,0.52%,05 Aug 2022
210.96,0.06,0.03%,04 Aug 2022
210.9,3.16,1.52%,03 Aug 2022
207.74,-0.21,-0.10%,02 Aug 2022
207.95,-0.87,-0.42%,01 Aug 2022
208.82,2.40,1.16%,29 Jul 2022
206.42,3.10,1.52%,28 Jul 2022
203.32,5.79,2.93%,27 Jul 2022
197.53,-2.79,-1.39%,26 Jul 2022
200.32,-0.80,-0.40%,25 Jul 2022
201.12,-4.18,-2.04%,22 Jul 2022
205.3,2.52,1.24%,21 Jul 2022
202.78,2.53,1.26%,20 Jul 2022
200.25,5.54,2.85%,19 Jul 2022
194.71,-2.46,-1.25%,18 Jul 2022
197.17,3.47,1.79%,15 Jul 2022
193.7,0.56,0.29%,14 Jul 2022
193.14,-1.27,-0.65%,13 Jul 2022
194.41,-2.98,-1.51%,12 Jul 2022
197.39,-1.81,-0.91%,11 Jul 2022
199.2,-0.45,-0.23%,08 Jul 2022
199.65,3.14,1.60%,07 Jul 2022
196.51,1.34,0.69%,06 Jul 2022
195.17,4.45,2.33%,05 Jul 2022
190.72,2.39,1.27%,01 Jul 2022
188.33,-2.81,-1.47%,30 Jun 2022
191.14,1.55,0.82%,29 Jun 2022
189.59,-5.44,-2.79%,28 Jun 2022
195.03,-1.59,-0.81%,27 Jun 2022
196.62,10.52,5.65%,24 Jun 2022
186.1,0.44,0.24%,22 Jun 2022
185.66,3.66,2.01%,21 Jun 2022
182.0,2.45,1.36%,17 Jun 2022
179.55,-7.03,-3.77%,16 Jun 2022
186.58,2.75,1.50%,15 Jun 2022
183.83,-0.10,-0.05%,14 Jun 2022
183.93,-6.93,-3.63%,13 Jun 2022
190.86,-6.05,-3.07%,10 Jun 2022
196.91,-3.65,-1.82%,09 Jun 2022
200.56,-1.51,-0.75%,08 Jun 2022
202.07,1.83,0.91%,07 Jun 2022
200.24,-3.73,-1.83%,03 Jun 2022
203.97,6.24,3.16%,02 Jun 2022
197.73,-1.51,-0.76%,01 Jun 2022
199.24,-0.81,-0.40%,31 May 2022
200.05,9.28,4.86%,27 May 2022
190.77,2.73,1.45%,25 May 2022
188.04,-3.68,-1.92%,24 May 2022
191.72,1.85,0.97%,23 May 2022
189.87,0.18,0.09%,20 May 2022
189.69,-1.23,-0.64%,19 May 2022
190.92,-8.01,-4.03%,18 May 2022
198.93,3.20,1.63%,17 May 2022
195.73,-1.95,-0.99%,16 May 2022
197.68,5.95,3.10%,13 May 2022
191.73,1.78,0.94%,12 May 2022
189.95,-4.09,-2.11%,11 May 2022
194.04,-5.62,-2.81%,10 May 2022
199.66,-2.95,-1.46%,06 May 2022
202.61,-8.40,-3.98%,05 May 2022
211.01,4.05,1.96%,04 May 2022
206.96,-0.86,-0.41%,03 May 2022
207.82,2.81,1.37%,02 May 2022
205.01,-9.02,-4.21%,29 Apr 2022
214.03,7.74,3.75%,28 Apr 2022
206.29,0.46,0.22%,27 Apr 2022
205.83,-5.58,-2.64%,26 Apr 2022
211.41,3.14,1.51%,25 Apr 2022
208.27,-6.10,-2.85%,22 Apr 2022
214.37,-4.88,-2.23%,21 Apr 2022
219.25,-1.25,-0.57%,20 Apr 2022
220.5,6.28,2.93%,19 Apr 2022
214.22,-4.93,-2.25%,14 Apr 2022
219.15,3.56,1.65%,13 Apr 2022
215.59,-2.03,-0.93%,12 Apr 2022
217.62,-4.41,-1.99%,11 Apr 2022
222.03,-1.42,-0.64%,08 Apr 2022
223.45,1.63,0.73%,07 Apr 2022
221.82,-4.29,-1.90%,06 Apr 2022
226.11,-3.14,-1.37%,05 Apr 2022
229.25,2.84,1.25%,04 Apr 2022
226.41,1.09,0.48%,01 Apr 2022
225.32,-2.90,-1.27%,31 Mar 2022
228.22,-3.53,-1.52%,30 Mar 2022
231.75,3.54,1.55%,29 Mar 2022
228.21,3.31,1.47%,28 Mar 2022
224.9,-0.27,-0.12%,25 Mar 2022
225.17,3.52,1.59%,24 Mar 2022
221.65,-4.63,-2.05%,23 Mar 2022
226.28,2.92,1.31%,22 Mar 2022
223.36,-1.22,-0.54%,21 Mar 2022
224.58,4.66,2.12%,18 Mar 2022
219.92,1.99,0.91%,17 Mar 2022
217.93,5.72,2.70%,16 Mar 2022
212.21,5.94,2.88%,15 Mar 2022
206.27,-2.39,-1.15%,14 Mar 2022
208.66,-3.27,-1.54%,11 Mar 2022
211.93,-1.19,-0.56%,10 Mar 2022
213.12,6.86,3.33%,09 Mar 2022
206.26,-1.62,-0.78%,08 Mar 2022
207.88,-8.54,-3.95%,07 Mar 2022
216.42,-2.48,-1.13%,04 Mar 2022
218.9,-3.09,-1.39%,03 Mar 2022
221.99,2.96,1.35%,02 Mar 2022
219.03,-3.06,-1.38%,01 Mar 2022
222.09,-0.68,-0.31%,28 Feb 2022
222.77,3.59,1.64%,25 Feb 2022
219.18,8.22,3.90%,24 Feb 2022
210.96,-4.56,-2.12%,23 Feb 2022
215.52,-2.63,-1.21%,22 Feb 2022
218.15,-1.48,-0.67%,18 Feb 2022
219.63,-5.91,-2.62%,17 Feb 2022
225.54,-0.53,-0.23%,16 Feb 2022
226.07,4.05,1.82%,15 Feb 2022
222.02,0.26,0.12%,14 Feb 2022
221.76,-6.58,-2.88%,11 Feb 2022
228.34,-5.00,-2.14%,10 Feb 2022
233.34,4.41,1.93%,09 Feb 2022
228.93,2.15,0.95%,08 Feb 2022
226.78,-2.19,-0.96%,07 Feb 2022
228.97,1.83,0.81%,04 Feb 2022
227.14,-9.83,-4.15%,03 Feb 2022
236.97,2.94,1.26%,02 Feb 2022
234.03,1.40,0.60%,01 Feb 2022
232.63,5.54,2.44%,31 Jan 2022
227.09,7.71,3.51%,28 Jan 2022
219.38,-0.73,-0.33%,27 Jan 2022
220.11,0.51,0.23%,26 Jan 2022
219.6,-5.83,-2.59%,25 Jan 2022
225.43,2.54,1.14%,24 Jan 2022
222.89,-5.63,-2.46%,21 Jan 2022
228.52,-2.95,-1.27%,20 Jan 2022
231.47,-1.88,-0.81%,19 Jan 2022
233.35,-5.15,-2.16%,18 Jan 2022
238.5,0.29,0.12%,14 Jan 2022
238.21,-5.15,-2.12%,13 Jan 2022
243.36,-0.37,-0.15%,12 Jan 2022
243.73,2.11,0.87%,11 Jan 2022
241.62,-0.98,-0.40%,10 Jan 2022
242.6,-5.46,-2.20%,07 Jan 2022
248.06,0.14,0.06%,06 Jan 2022
247.92,-7.34,-2.88%,05 Jan 2022
255.26,-2.35,-0.91%,04 Jan 2022
257.61,0.70,0.27%,03 Jan 2022
256.91,-2.26,-0.87%,31 Dec 2021
259.17,-0.82,-0.32%,30 Dec 2021
259.99,-0.14,-0.05%,29 Dec 2021
260.13,-1.43,-0.55%,28 Dec 2021
261.56,3.45,1.34%,27 Dec 2021
258.11,0.60,0.23%,23 Dec 2021
257.51,2.47,0.97%,22 Dec 2021
255.04,4.78,1.91%,21 Dec 2021
250.26,-2.41,-0.95%,20 Dec 2021
252.67,-0.14,-0.06%,17 Dec 2021
252.81,-5.83,-2.25%,16 Dec 2021
258.64,4.45,1.75%,15 Dec 2021
254.19,-2.98,-1.16%,14 Dec 2021
257.17,-1.40,-0.54%,13 Dec 2021
258.57,1.98,0.77%,10 Dec 2021
256.59,-1.29,-0.50%,09 Dec 2021
257.88,0.66,0.26%,08 Dec 2021
257.22,5.90,2.35%,07 Dec 2021
251.32,1.85,0.74%,06 Dec 2021
249.47,-2.79,-1.11%,03 Dec 2021
252.26,3.67,1.48%,02 Dec 2021
248.59,-3.23,-1.28%,01 Dec 2021
251.82,-6.29,-2.44%,30 Nov 2021
258.11,4.90,1.94%,29 Nov 2021
253.21,-5.24,-2.03%,26 Nov 2021
258.45,2.11,0.82%,24 Nov 2021
256.34,-0.53,-0.21%,23 Nov 2021
256.87,-3.34,-1.28%,22 Nov 2021
260.21,0.88,0.34%,19 Nov 2021
259.33,1.65,0.64%,18 Nov 2021
257.68,-1.85,-0.71%,17 Nov 2021
259.53,3.78,1.48%,16 Nov 2021
255.75,0.41,0.16%,15 Nov 2021
255.34,3.11,1.23%,12 Nov 2021
252.23,0.06,0.02%,11 Nov 2021
252.17,-3.30,-1.29%,10 Nov 2021
255.47,-0.39,-0.15%,09 Nov 2021
255.86,0.54,0.21%,08 Nov 2021
255.32,0.69,0.27%,05 Nov 2021
254.63,5.55,2.23%,04 Nov 2021
249.08,1.97,0.80%,03 Nov 2021
247.11,-0.27,-0.11%,02 Nov 2021
247.38,2.79,1.14%,29 Oct 2021
244.59,0.80,0.33%,28 Oct 2021
243.79,0.46,0.19%,27 Oct 2021
243.33,0.05,0.02%,26 Oct 2021
243.28,1.01,0.42%,25 Oct 2021
242.27,-1.49,-0.61%,22 Oct 2021
243.76,2.35,0.97%,21 Oct 2021
241.41,-0.50,-0.21%,20 Oct 2021
241.91,0.89,0.37%,19 Oct 2021
241.02,2.26,0.95%,18 Oct 2021
238.76,1.16,0.49%,15 Oct 2021
237.6,3.98,1.70%,14 Oct 2021
233.62,0.43,0.18%,13 Oct 2021
233.19,-0.36,-0.15%,12 Oct 2021
233.55,-2.00,-0.85%,11 Oct 2021
235.55,-1.61,-0.68%,08 Oct 2021
237.16,2.53,1.08%,07 Oct 2021
234.63,1.68,0.72%,06 Oct 2021
232.95,3.29,1.43%,05 Oct 2021
229.66,-4.78,-2.04%,04 Oct 2021
234.44,1.81,0.78%,01 Oct 2021
232.63,-2.51,-1.07%,30 Sep 2021
235.14,0.61,0.26%,29 Sep 2021
234.53,-6.13,-2.55%,28 Sep 2021
240.66,-2.66,-1.09%,27 Sep 2021
243.32,0.97,0.40%,24 Sep 2021
242.35,1.42,0.59%,23 Sep 2021
240.93,1.11,0.46%,22 Sep 2021
239.82,0.64,0.27%,21 Sep 2021
239.18,-3.69,-1.52%,20 Sep 2021
242.87,-2.44,-0.99%,17 Sep 2021
245.31,1.12,0.46%,16 Sep 2021
244.19,0.62,0.25%,15 Sep 2021
243.57,0.11,0.05%,14 Sep 2021
243.46,-0.57,-0.23%,13 Sep 2021
244.03,-1.51,-0.61%,10 Sep 2021
245.54,-1.61,-0.65%,09 Sep 2021
247.15,-0.34,-0.14%,08 Sep 2021
247.49,-0.03,-0.01%,07 Sep 2021
247.52,0.40,0.16%,03 Sep 2021
247.12,-0.53,-0.21%,02 Sep 2021
247.65,0.44,0.18%,01 Sep 2021
247.21,-0.75,-0.30%,31 Aug 2021
247.96,1.96,0.80%,30 Aug 2021
246.0,0.31,0.13%,27 Aug 2021
245.69,-1.16,-0.47%,26 Aug 2021
246.85,-0.14,-0.06%,25 Aug 2021
246.99,0.16,0.06%,24 Aug 2021
246.83,1.03,0.42%,23 Aug 2021
245.8,1.56,0.64%,20 Aug 2021
244.24,2.26,0.93%,19 Aug 2021
241.98,-2.41,-0.99%,18 Aug 2021
244.39,-0.32,-0.13%,17 Aug 2021
244.71,1.10,0.45%,16 Aug 2021
243.61,0.18,0.07%,13 Aug 2021
243.43,0.71,0.29%,12 Aug 2021
242.72,-0.90,-0.37%,11 Aug 2021
243.62,-0.93,-0.38%,10 Aug 2021
244.55,0.01,0.00%,09 Aug 2021
244.54,0.25,0.10%,06 Aug 2021
244.29,1.27,0.52%,05 Aug 2021
243.02,0.45,0.19%,04 Aug 2021
242.57,0.56,0.23%,03 Aug 2021
242.01,-0.60,-0.25%,02 Aug 2021
242.61,-1.24,-0.51%,30 Jul 2021
243.85,0.05,0.02%,29 Jul 2021
243.8,-0.34,-0.14%,28 Jul 2021
244.14,-1.37,-0.56%,27 Jul 2021
245.51,-0.83,-0.34%,26 Jul 2021
246.34,3.97,1.64%,23 Jul 2021
242.37,1.52,0.63%,22 Jul 2021
240.85,1.06,0.44%,21 Jul 2021
239.79,3.09,1.31%,20 Jul 2021
236.7,-1.16,-0.49%,19 Jul 2021
237.86,-0.42,-0.18%,16 Jul 2021
238.28,-,-,15 Jul 2021
