Nav Price (SGD),Changes (SGD),Changes (%),NAV Date
11.0592,-0.0112,-0.10%,06 Jan 2022
11.0704,0.0925,0.84%,05 Jan 2022
10.9779,0.1381,1.27%,04 Jan 2022
10.8398,0.0799,0.74%,31 Dec 2021
10.7599,0.1919,1.82%,30 Dec 2021
10.568,-0.0787,-0.74%,24 Dec 2021
10.6467,0.0850,0.80%,23 Dec 2021
10.5617,0.0672,0.64%,22 Dec 2021
10.4945,0.2053,2.00%,21 Dec 2021
10.2892,-0.1759,-1.68%,20 Dec 2021
10.4651,-0.1282,-1.21%,17 Dec 2021
10.5933,-0.0414,-0.39%,16 Dec 2021
10.6347,-0.1165,-1.08%,15 Dec 2021
10.7512,0.0050,0.05%,14 Dec 2021
10.7462,-0.0699,-0.65%,13 Dec 2021
10.8161,0.0246,0.23%,10 Dec 2021
10.7915,-0.0375,-0.35%,09 Dec 2021
10.829,0.0801,0.75%,08 Dec 2021
10.7489,0.0953,0.89%,07 Dec 2021
10.6536,-0.1986,-1.83%,06 Dec 2021
10.8522,-0.0522,-0.48%,03 Dec 2021
10.9044,0.1319,1.22%,02 Dec 2021
10.7725,0.0273,0.25%,01 Dec 2021
10.7452,0.0302,0.28%,30 Nov 2021
10.715,-0.0609,-0.57%,29 Nov 2021
10.7759,-0.3338,-3.00%,26 Nov 2021
11.1097,0.0224,0.20%,25 Nov 2021
11.0873,-0.0257,-0.23%,24 Nov 2021
11.113,0.0837,0.76%,23 Nov 2021
11.0293,-0.1339,-1.20%,22 Nov 2021
11.1632,-0.0893,-0.79%,18 Nov 2021
11.2525,-0.0335,-0.30%,17 Nov 2021
11.286,0.0161,0.14%,16 Nov 2021
11.2699,0.0181,0.16%,15 Nov 2021
11.2518,0.0211,0.19%,12 Nov 2021
11.2307,-0.0940,-0.83%,11 Nov 2021
11.3247,-0.0801,-0.70%,10 Nov 2021
11.4048,0.0523,0.46%,09 Nov 2021
11.3525,0.1991,1.79%,08 Nov 2021
11.1534,-0.0158,-0.14%,03 Nov 2021
11.1692,0.0744,0.67%,02 Nov 2021
11.0948,0.1289,1.18%,01 Nov 2021
10.9659,0.0821,0.75%,29 Oct 2021
10.8838,-0.2059,-1.86%,28 Oct 2021
11.0897,-0.0108,-0.10%,27 Oct 2021
11.1005,0.1866,1.71%,26 Oct 2021
10.9139,-0.1045,-0.95%,22 Oct 2021
11.0184,-0.0294,-0.27%,21 Oct 2021
11.0478,-0.0123,-0.11%,20 Oct 2021
11.0601,0.0132,0.12%,19 Oct 2021
11.0469,0.0215,0.20%,18 Oct 2021
11.0254,-0.0155,-0.14%,14 Oct 2021
11.0409,-0.0132,-0.12%,13 Oct 2021
11.0541,0.0598,0.54%,12 Oct 2021
10.9943,-0.0388,-0.35%,11 Oct 2021
11.0331,-0.0661,-0.60%,08 Oct 2021
11.0992,0.1359,1.24%,07 Oct 2021
10.9633,-0.1473,-1.33%,06 Oct 2021
11.1106,0.0269,0.24%,05 Oct 2021
11.0837,-0.0155,-0.14%,04 Oct 2021
11.0992,-0.0300,-0.27%,01 Oct 2021
11.1292,-0.0423,-0.38%,30 Sep 2021
11.1715,-0.0165,-0.15%,29 Sep 2021
11.188,-0.1013,-0.90%,28 Sep 2021
11.2893,-0.0746,-0.66%,27 Sep 2021
11.3639,0.0916,0.81%,24 Sep 2021
11.2723,0.1711,1.54%,23 Sep 2021
11.1012,-0.0534,-0.48%,22 Sep 2021
11.1546,0.0831,0.75%,21 Sep 2021
