Nav Price (SGD),Changes (SGD),Changes (%),NAV Date
1.049,-0.006,-0.57%,03 Nov 2022
1.055,-0.001,-0.09%,02 Nov 2022
1.056,0.003,0.28%,01 Nov 2022
1.053,-0.001,-0.09%,31 Oct 2022
1.054,-0.001,-0.09%,28 Oct 2022
1.055,0.000,0.00%,27 Oct 2022
1.055,0.001,0.09%,26 Oct 2022
1.054,0.004,0.38%,25 Oct 2022
1.05,-0.002,-0.19%,21 Oct 2022
1.052,-0.002,-0.19%,20 Oct 2022
1.054,-0.003,-0.28%,19 Oct 2022
1.057,0.002,0.19%,18 Oct 2022
1.055,0.001,0.09%,17 Oct 2022
1.054,-0.002,-0.19%,14 Oct 2022
1.056,-0.001,-0.09%,13 Oct 2022
1.057,-0.003,-0.28%,12 Oct 2022
1.06,-0.005,-0.47%,11 Oct 2022
1.065,-0.004,-0.37%,10 Oct 2022
1.069,-0.007,-0.65%,07 Oct 2022
1.076,-0.001,-0.09%,06 Oct 2022
1.077,-0.001,-0.09%,05 Oct 2022
1.078,0.012,1.13%,04 Oct 2022
1.066,0.001,0.09%,03 Oct 2022
1.065,0.001,0.09%,30 Sep 2022
1.064,-0.004,-0.37%,29 Sep 2022
1.068,-0.004,-0.37%,28 Sep 2022
1.072,-0.002,-0.19%,27 Sep 2022
1.074,-0.005,-0.46%,26 Sep 2022
1.079,-0.006,-0.55%,23 Sep 2022
1.085,-0.005,-0.46%,22 Sep 2022
1.09,-0.001,-0.09%,21 Sep 2022
1.091,-0.001,-0.09%,20 Sep 2022
1.092,-0.001,-0.09%,19 Sep 2022
1.093,-0.005,-0.46%,16 Sep 2022
1.098,0.000,0.00%,15 Sep 2022
1.098,-0.006,-0.54%,14 Sep 2022
1.104,-0.004,-0.36%,13 Sep 2022
1.108,0.004,0.36%,12 Sep 2022
1.104,0.003,0.27%,09 Sep 2022
1.101,0.004,0.36%,08 Sep 2022
1.097,-0.001,-0.09%,07 Sep 2022
1.098,-0.002,-0.18%,06 Sep 2022
1.1,-0.002,-0.18%,05 Sep 2022
1.102,0.001,0.09%,02 Sep 2022
1.101,-0.006,-0.54%,01 Sep 2022
1.107,-0.001,-0.09%,31 Aug 2022
1.108,-0.001,-0.09%,30 Aug 2022
1.109,-0.005,-0.45%,29 Aug 2022
1.114,-0.001,-0.09%,26 Aug 2022
1.115,0.004,0.36%,25 Aug 2022
1.111,0.001,0.09%,24 Aug 2022
1.11,-0.003,-0.27%,23 Aug 2022
1.113,-0.004,-0.36%,22 Aug 2022
1.117,-0.001,-0.09%,19 Aug 2022
1.118,-0.001,-0.09%,18 Aug 2022
1.119,-0.001,-0.09%,17 Aug 2022
1.12,0.004,0.36%,16 Aug 2022
1.116,0.003,0.27%,15 Aug 2022
1.113,0.002,0.18%,12 Aug 2022
1.111,0.004,0.36%,11 Aug 2022
1.107,-0.001,-0.09%,10 Aug 2022
1.108,-0.001,-0.09%,08 Aug 2022
1.109,0.000,0.00%,05 Aug 2022
1.109,0.000,0.00%,04 Aug 2022
1.109,0.000,0.00%,03 Aug 2022
1.109,-0.002,-0.18%,02 Aug 2022
1.111,0.001,0.09%,01 Aug 2022
1.11,0.004,0.36%,29 Jul 2022
1.106,0.003,0.27%,28 Jul 2022
1.103,0.001,0.09%,27 Jul 2022
1.102,0.001,0.09%,26 Jul 2022
1.101,0.001,0.09%,25 Jul 2022
1.1,0.001,0.09%,22 Jul 2022
1.099,0.001,0.09%,21 Jul 2022
1.098,0.002,0.18%,20 Jul 2022
1.096,0.000,0.00%,19 Jul 2022
1.096,0.003,0.27%,18 Jul 2022
1.093,0.002,0.18%,15 Jul 2022
1.091,-0.003,-0.27%,14 Jul 2022
1.094,-0.002,-0.18%,13 Jul 2022
1.096,-0.007,-0.63%,12 Jul 2022
1.103,0.001,0.09%,08 Jul 2022
1.102,0.001,0.09%,07 Jul 2022
1.101,0.001,0.09%,06 Jul 2022
1.1,-0.003,-0.27%,05 Jul 2022
1.103,0.002,0.18%,04 Jul 2022
1.101,0.000,0.00%,01 Jul 2022
1.101,-0.003,-0.27%,30 Jun 2022
1.104,-0.003,-0.27%,29 Jun 2022
1.107,-0.001,-0.09%,28 Jun 2022
1.108,0.002,0.18%,27 Jun 2022
1.106,0.007,0.64%,24 Jun 2022
1.099,0.001,0.09%,23 Jun 2022
1.098,-0.002,-0.18%,22 Jun 2022
1.1,0.003,0.27%,21 Jun 2022
1.097,0.000,0.00%,20 Jun 2022
1.097,0.000,0.00%,17 Jun 2022
1.097,-0.005,-0.45%,16 Jun 2022
1.102,0.001,0.09%,15 Jun 2022
1.101,-0.006,-0.54%,14 Jun 2022
1.107,-0.014,-1.25%,13 Jun 2022
1.121,-0.009,-0.80%,10 Jun 2022
1.13,-0.004,-0.35%,09 Jun 2022
1.134,0.002,0.18%,08 Jun 2022
1.132,-0.003,-0.26%,07 Jun 2022
1.135,0.004,0.35%,06 Jun 2022
1.131,0.000,0.00%,03 Jun 2022
1.131,-0.001,-0.09%,02 Jun 2022
1.132,-0.003,-0.26%,01 Jun 2022
1.135,-0.001,-0.09%,31 May 2022
1.136,0.004,0.35%,30 May 2022
1.132,0.005,0.44%,27 May 2022
1.127,0.002,0.18%,26 May 2022
1.125,0.004,0.36%,25 May 2022
1.121,-0.004,-0.36%,24 May 2022
1.125,0.004,0.36%,23 May 2022
1.121,0.003,0.27%,20 May 2022
1.118,-0.006,-0.53%,19 May 2022
1.124,-0.002,-0.18%,18 May 2022
1.126,0.005,0.45%,17 May 2022
1.121,0.005,0.45%,13 May 2022
1.116,-0.004,-0.36%,12 May 2022
1.12,0.003,0.27%,11 May 2022
1.117,-0.002,-0.18%,10 May 2022
1.119,-0.007,-0.62%,09 May 2022
1.126,-0.009,-0.79%,06 May 2022
1.135,0.000,0.00%,05 May 2022
1.135,-0.007,-0.61%,04 May 2022
1.142,0.004,0.35%,29 Apr 2022
1.138,0.003,0.26%,28 Apr 2022
1.135,0.000,0.00%,27 Apr 2022
1.135,0.000,0.00%,26 Apr 2022
1.135,-0.006,-0.53%,25 Apr 2022
1.141,-0.006,-0.52%,22 Apr 2022
1.147,-0.002,-0.17%,21 Apr 2022
1.149,0.001,0.09%,20 Apr 2022
1.148,0.000,0.00%,19 Apr 2022
1.148,-0.003,-0.26%,18 Apr 2022
1.151,0.002,0.17%,14 Apr 2022
1.149,0.001,0.09%,13 Apr 2022
1.148,-0.002,-0.17%,12 Apr 2022
1.15,-0.007,-0.61%,11 Apr 2022
1.157,0.001,0.09%,08 Apr 2022
1.156,-0.002,-0.17%,07 Apr 2022
1.158,-0.008,-0.69%,06 Apr 2022
1.166,-0.001,-0.09%,05 Apr 2022
1.167,0.004,0.34%,04 Apr 2022
1.163,-0.002,-0.17%,01 Apr 2022
1.165,-0.002,-0.17%,31 Mar 2022
1.167,0.004,0.34%,30 Mar 2022
1.163,0.006,0.52%,29 Mar 2022
1.157,0.000,0.00%,28 Mar 2022
1.157,-0.002,-0.17%,25 Mar 2022
1.159,-0.002,-0.17%,24 Mar 2022
1.161,0.001,0.09%,23 Mar 2022
1.16,0.002,0.17%,22 Mar 2022
1.158,-0.001,-0.09%,21 Mar 2022
1.159,0.003,0.26%,18 Mar 2022
1.156,0.011,0.96%,17 Mar 2022
1.145,0.009,0.79%,16 Mar 2022
1.136,-0.007,-0.61%,15 Mar 2022
1.143,-0.006,-0.52%,14 Mar 2022
1.149,-0.002,-0.17%,11 Mar 2022
1.151,-0.002,-0.17%,10 Mar 2022
1.153,0.004,0.35%,09 Mar 2022
1.149,-0.007,-0.61%,08 Mar 2022
1.156,-0.008,-0.69%,07 Mar 2022
1.164,-0.007,-0.60%,04 Mar 2022
1.171,-0.004,-0.34%,03 Mar 2022
1.175,0.000,0.00%,02 Mar 2022
1.175,-0.004,-0.34%,01 Mar 2022
1.179,0.001,0.08%,28 Feb 2022
1.178,0.006,0.51%,25 Feb 2022
1.172,-0.009,-0.76%,24 Feb 2022
1.181,-0.002,-0.17%,23 Feb 2022
1.183,-0.001,-0.08%,22 Feb 2022
1.184,-0.004,-0.34%,21 Feb 2022
1.188,-0.003,-0.25%,18 Feb 2022
1.191,0.000,0.00%,17 Feb 2022
1.191,0.000,0.00%,16 Feb 2022
1.191,0.001,0.08%,15 Feb 2022
1.19,-0.006,-0.50%,14 Feb 2022
1.196,-0.004,-0.33%,11 Feb 2022
1.2,0.001,0.08%,10 Feb 2022
1.199,0.005,0.42%,09 Feb 2022
1.194,-0.002,-0.17%,08 Feb 2022
1.196,-0.001,-0.08%,07 Feb 2022
1.197,-0.002,-0.17%,04 Feb 2022
1.199,0.002,0.17%,03 Feb 2022
1.197,0.005,0.42%,31 Jan 2022
1.192,-0.002,-0.17%,28 Jan 2022
1.194,-0.004,-0.33%,27 Jan 2022
1.198,0.005,0.42%,26 Jan 2022
1.193,-0.002,-0.17%,25 Jan 2022
1.195,-0.009,-0.75%,24 Jan 2022
1.204,-0.003,-0.25%,21 Jan 2022
1.207,0.004,0.33%,20 Jan 2022
1.203,0.000,0.00%,19 Jan 2022
1.203,-0.006,-0.50%,18 Jan 2022
1.209,0.000,0.00%,17 Jan 2022
1.209,-0.006,-0.49%,14 Jan 2022
1.215,-0.001,-0.08%,13 Jan 2022
1.216,0.003,0.25%,12 Jan 2022
1.213,0.001,0.08%,11 Jan 2022
1.212,-0.004,-0.33%,10 Jan 2022
1.216,-0.001,-0.08%,07 Jan 2022
1.217,-0.007,-0.57%,06 Jan 2022
1.224,-0.001,-0.08%,05 Jan 2022
1.225,0.002,0.16%,04 Jan 2022
1.223,0.000,0.00%,03 Jan 2022
1.223,0.000,0.00%,31 Dec 2021
1.223,0.000,0.00%,30 Dec 2021
1.223,-0.001,-0.08%,29 Dec 2021
1.224,0.001,0.08%,28 Dec 2021
1.223,0.001,0.08%,27 Dec 2021
1.222,-0.001,-0.08%,24 Dec 2021
1.223,0.002,0.16%,23 Dec 2021
1.221,0.003,0.25%,22 Dec 2021
1.218,0.003,0.25%,21 Dec 2021
1.215,-0.005,-0.41%,20 Dec 2021
1.22,-0.003,-0.25%,17 Dec 2021
1.223,0.004,0.33%,16 Dec 2021
1.219,-0.002,-0.16%,15 Dec 2021
1.221,-0.003,-0.25%,14 Dec 2021
1.224,0.000,0.00%,13 Dec 2021
1.224,-0.001,-0.08%,10 Dec 2021
1.225,0.002,0.16%,09 Dec 2021
1.223,0.000,0.00%,08 Dec 2021
1.223,0.008,0.66%,07 Dec 2021
1.215,0.000,0.00%,06 Dec 2021
1.215,0.001,0.08%,03 Dec 2021
1.214,-0.002,-0.16%,02 Dec 2021
1.216,0.002,0.16%,01 Dec 2021
1.214,-0.002,-0.16%,30 Nov 2021
1.216,-0.001,-0.08%,29 Nov 2021
1.217,-0.007,-0.57%,26 Nov 2021
1.224,0.002,0.16%,25 Nov 2021
1.222,-0.001,-0.08%,24 Nov 2021
1.223,-0.003,-0.24%,23 Nov 2021
1.226,0.000,0.00%,22 Nov 2021
1.226,0.000,0.00%,19 Nov 2021
1.226,0.001,0.08%,18 Nov 2021
1.225,0.000,0.00%,17 Nov 2021
1.225,0.000,0.00%,16 Nov 2021
1.225,0.002,0.16%,15 Nov 2021
1.223,0.004,0.33%,12 Nov 2021
1.219,0.000,0.00%,11 Nov 2021
1.219,0.002,0.16%,10 Nov 2021
1.217,-0.002,-0.16%,09 Nov 2021
1.219,-0.002,-0.16%,08 Nov 2021
1.221,0.003,0.25%,05 Nov 2021
1.218,0.000,0.00%,03 Nov 2021
1.218,0.000,0.00%,02 Nov 2021
1.218,0.001,0.08%,01 Nov 2021
1.217,-0.002,-0.16%,29 Oct 2021
1.219,0.000,0.00%,28 Oct 2021
1.219,-0.001,-0.08%,27 Oct 2021
1.22,0.001,0.08%,26 Oct 2021
1.219,0.001,0.08%,25 Oct 2021
1.218,0.002,0.16%,22 Oct 2021
1.216,-0.001,-0.08%,21 Oct 2021
1.217,0.001,0.08%,20 Oct 2021
1.216,0.002,0.16%,19 Oct 2021
1.214,0.000,0.00%,18 Oct 2021
1.214,0.005,0.41%,15 Oct 2021
1.209,0.004,0.33%,14 Oct 2021
1.205,0.001,0.08%,13 Oct 2021
1.204,-0.004,-0.33%,12 Oct 2021
1.208,-0.001,-0.08%,11 Oct 2021
1.209,-0.003,-0.25%,08 Oct 2021
1.212,0.005,0.41%,07 Oct 2021
1.207,-0.004,-0.33%,06 Oct 2021
1.211,0.001,0.08%,05 Oct 2021
1.21,-0.002,-0.17%,04 Oct 2021
1.212,-0.002,-0.16%,01 Oct 2021
1.214,-0.003,-0.25%,30 Sep 2021
1.217,-0.001,-0.08%,29 Sep 2021
1.218,-0.006,-0.49%,28 Sep 2021
1.224,0.000,0.00%,27 Sep 2021
1.224,-0.001,-0.08%,24 Sep 2021
1.225,0.002,0.16%,23 Sep 2021
1.223,0.000,0.00%,22 Sep 2021
1.223,0.002,0.16%,21 Sep 2021
1.221,-0.005,-0.41%,20 Sep 2021
1.226,-0.002,-0.16%,17 Sep 2021
1.228,0.000,0.00%,16 Sep 2021
1.228,-0.003,-0.24%,15 Sep 2021
1.231,0.000,0.00%,14 Sep 2021
1.231,0.000,0.00%,13 Sep 2021
1.231,0.000,0.00%,10 Sep 2021
1.231,-0.002,-0.16%,09 Sep 2021
1.233,-0.002,-0.16%,08 Sep 2021
1.235,-0.001,-0.08%,07 Sep 2021
1.236,0.002,0.16%,06 Sep 2021
1.234,0.000,0.00%,03 Sep 2021
1.234,0.001,0.08%,02 Sep 2021
1.233,0.003,0.24%,01 Sep 2021
1.23,0.003,0.24%,31 Aug 2021
1.227,0.001,0.08%,30 Aug 2021
1.226,0.000,0.00%,27 Aug 2021
1.226,-0.001,-0.08%,26 Aug 2021
1.227,0.000,0.00%,25 Aug 2021
1.227,0.002,0.16%,24 Aug 2021
1.225,0.003,0.25%,23 Aug 2021
1.222,0.000,0.00%,20 Aug 2021
1.222,-0.003,-0.24%,19 Aug 2021
1.225,-0.002,-0.16%,18 Aug 2021
1.227,0.001,0.08%,17 Aug 2021
1.226,-0.001,-0.08%,16 Aug 2021
1.227,0.001,0.08%,13 Aug 2021
1.226,0.000,0.00%,12 Aug 2021
1.226,0.000,0.00%,11 Aug 2021
1.226,0.001,0.08%,10 Aug 2021
1.225,0.001,0.08%,06 Aug 2021
1.224,-0.001,-0.08%,05 Aug 2021
1.225,0.001,0.08%,04 Aug 2021
1.224,0.001,0.08%,03 Aug 2021
1.223,0.003,0.25%,02 Aug 2021
1.22,-0.003,-0.25%,30 Jul 2021
1.223,0.003,0.25%,29 Jul 2021
1.22,0.002,0.16%,28 Jul 2021
1.218,-0.004,-0.33%,27 Jul 2021
1.222,-0.003,-0.24%,26 Jul 2021
1.225,0.002,0.16%,23 Jul 2021
1.223,0.001,0.08%,22 Jul 2021
1.222,0.005,0.41%,21 Jul 2021
1.217,-0.004,-0.33%,19 Jul 2021
1.221,-0.001,-0.08%,16 Jul 2021
1.222,0.001,0.08%,15 Jul 2021
1.221,-0.001,-0.08%,14 Jul 2021
1.222,0.002,0.16%,13 Jul 2021
1.22,0.003,0.25%,12 Jul 2021
1.217,0.002,0.16%,09 Jul 2021
1.215,-0.004,-0.33%,08 Jul 2021
1.219,0.002,0.16%,07 Jul 2021
1.217,0.000,0.00%,06 Jul 2021
1.217,0.000,0.00%,05 Jul 2021
1.217,0.001,0.08%,02 Jul 2021
1.216,0.001,0.08%,01 Jul 2021
1.215,-0.002,-0.16%,30 Jun 2021
1.217,0.001,0.08%,29 Jun 2021
1.216,0.000,0.00%,28 Jun 2021
1.216,0.001,0.08%,25 Jun 2021
1.215,0.001,0.08%,24 Jun 2021
1.214,0.000,0.00%,23 Jun 2021
1.214,0.002,0.17%,22 Jun 2021
1.212,0.000,0.00%,21 Jun 2021
1.212,-0.003,-0.25%,18 Jun 2021
1.215,0.001,0.08%,17 Jun 2021
1.214,-0.001,-0.08%,16 Jun 2021
1.215,0.000,0.00%,15 Jun 2021
1.215,0.000,0.00%,14 Jun 2021
1.215,0.002,0.16%,11 Jun 2021
1.213,0.001,0.08%,10 Jun 2021
1.212,0.000,0.00%,09 Jun 2021
1.212,0.001,0.08%,08 Jun 2021
1.211,0.000,0.00%,07 Jun 2021
1.211,0.001,0.08%,04 Jun 2021
1.21,0.000,0.00%,03 Jun 2021
1.21,0.000,0.00%,02 Jun 2021
1.21,0.001,0.08%,01 Jun 2021
1.209,0.001,0.08%,31 May 2021
1.208,0.002,0.17%,28 May 2021
1.206,0.000,0.00%,27 May 2021
1.206,0.002,0.17%,25 May 2021
1.204,0.000,0.00%,24 May 2021
1.204,0.002,0.17%,21 May 2021
1.202,0.003,0.25%,20 May 2021
1.199,-0.003,-0.25%,19 May 2021
1.202,0.001,0.08%,18 May 2021
1.201,0.001,0.08%,17 May 2021
1.2,0.004,0.33%,14 May 2021
1.196,-0.002,-0.17%,12 May 2021
1.198,-0.007,-0.58%,11 May 2021
1.205,0.000,0.00%,10 May 2021
1.205,0.002,0.17%,07 May 2021
1.203,0.002,0.17%,06 May 2021
1.201,0.003,0.25%,05 May 2021
1.198,-0.001,-0.08%,04 May 2021
1.199,0.000,0.00%,03 May 2021
1.199,-0.001,-0.08%,30 Apr 2021
1.2,0.000,0.00%,29 Apr 2021
1.2,0.001,0.08%,28 Apr 2021
1.199,-0.002,-0.17%,27 Apr 2021
1.201,0.001,0.08%,26 Apr 2021
1.2,0.001,0.08%,23 Apr 2021
1.199,0.003,0.25%,22 Apr 2021
1.196,0.000,0.00%,21 Apr 2021
1.196,-0.005,-0.42%,20 Apr 2021
1.201,0.000,0.00%,19 Apr 2021
1.201,0.003,0.25%,16 Apr 2021
1.198,0.002,0.17%,15 Apr 2021
1.196,0.000,0.00%,14 Apr 2021
1.196,-0.001,-0.08%,13 Apr 2021
1.197,0.000,0.00%,12 Apr 2021
1.197,-0.001,-0.08%,09 Apr 2021
1.198,0.002,0.17%,08 Apr 2021
1.196,0.000,0.00%,07 Apr 2021
1.196,0.003,0.25%,06 Apr 2021
1.193,0.001,0.08%,05 Apr 2021
1.192,0.003,0.25%,01 Apr 2021
1.189,-0.001,-0.08%,31 Mar 2021
1.19,-0.001,-0.08%,30 Mar 2021
1.191,0.001,0.08%,29 Mar 2021
1.19,0.003,0.25%,26 Mar 2021
1.187,0.000,0.00%,25 Mar 2021
1.187,-0.003,-0.25%,24 Mar 2021
1.19,0.000,0.00%,23 Mar 2021
1.19,0.000,0.00%,22 Mar 2021
1.19,-0.003,-0.25%,19 Mar 2021
1.193,0.000,0.00%,18 Mar 2021
1.193,0.000,0.00%,17 Mar 2021
1.193,0.002,0.17%,16 Mar 2021
1.191,0.000,0.00%,15 Mar 2021
1.191,-0.002,-0.17%,12 Mar 2021
1.193,0.005,0.42%,11 Mar 2021
1.188,0.001,0.08%,10 Mar 2021
1.187,0.001,0.08%,09 Mar 2021
1.186,0.003,0.25%,08 Mar 2021
1.183,-0.003,-0.25%,05 Mar 2021
1.186,-0.007,-0.59%,04 Mar 2021
1.193,0.001,0.08%,03 Mar 2021
1.192,-0.001,-0.08%,02 Mar 2021
1.193,0.006,0.51%,01 Mar 2021
1.187,-0.007,-0.59%,26 Feb 2021
1.194,-0.001,-0.08%,25 Feb 2021
1.195,-0.001,-0.08%,24 Feb 2021
1.196,-0.001,-0.08%,23 Feb 2021
1.197,-0.005,-0.42%,22 Feb 2021
1.202,-0.001,-0.08%,19 Feb 2021
1.203,-0.002,-0.17%,18 Feb 2021
1.205,-0.003,-0.25%,17 Feb 2021
1.208,0.001,0.08%,16 Feb 2021
1.207,0.002,0.17%,15 Feb 2021
1.205,0.002,0.17%,11 Feb 2021
1.203,0.001,0.08%,10 Feb 2021
1.202,0.000,0.00%,09 Feb 2021
1.202,0.001,0.08%,08 Feb 2021
1.201,0.003,0.25%,05 Feb 2021
1.198,0.002,0.17%,04 Feb 2021
1.196,0.000,0.00%,03 Feb 2021
1.196,0.005,0.42%,02 Feb 2021
1.191,0.006,0.51%,01 Feb 2021
1.185,-0.006,-0.50%,29 Jan 2021
1.191,-0.002,-0.17%,28 Jan 2021
1.193,-0.003,-0.25%,27 Jan 2021
1.196,-0.002,-0.17%,26 Jan 2021
1.198,0.001,0.08%,25 Jan 2021
1.197,0.000,0.00%,22 Jan 2021
1.197,0.002,0.17%,21 Jan 2021
1.195,0.002,0.17%,20 Jan 2021
1.193,0.002,0.17%,19 Jan 2021
1.191,-0.001,-0.08%,18 Jan 2021
1.192,-0.001,-0.08%,15 Jan 2021
1.193,0.001,0.08%,14 Jan 2021
1.192,0.001,0.08%,13 Jan 2021
1.191,-0.001,-0.08%,12 Jan 2021
1.192,0.001,0.08%,11 Jan 2021
1.191,0.002,0.17%,08 Jan 2021
1.189,0.004,0.34%,07 Jan 2021
1.185,0.002,0.17%,06 Jan 2021
1.183,0.001,0.08%,05 Jan 2021
1.182,0.000,0.00%,04 Jan 2021
1.182,-0.001,-0.08%,31 Dec 2020
1.183,0.001,0.08%,30 Dec 2020
1.182,0.003,0.25%,29 Dec 2020
1.179,0.002,0.17%,28 Dec 2020
1.177,-0.001,-0.08%,24 Dec 2020
1.178,0.002,0.17%,23 Dec 2020
1.176,0.001,0.09%,22 Dec 2020
1.175,-0.003,-0.25%,21 Dec 2020
1.178,0.000,0.00%,18 Dec 2020
1.178,0.001,0.08%,17 Dec 2020
1.177,0.003,0.26%,16 Dec 2020
1.174,-0.001,-0.09%,15 Dec 2020
1.175,0.001,0.09%,14 Dec 2020
1.174,0.000,0.00%,11 Dec 2020
1.174,-0.002,-0.17%,10 Dec 2020
1.176,0.000,0.00%,09 Dec 2020
1.176,0.001,0.09%,08 Dec 2020
1.175,0.001,0.09%,07 Dec 2020
1.174,0.003,0.26%,04 Dec 2020
1.171,0.000,0.00%,03 Dec 2020
1.171,0.001,0.09%,02 Dec 2020
1.17,0.006,0.52%,01 Dec 2020
1.164,-0.005,-0.43%,30 Nov 2020
1.169,0.003,0.26%,27 Nov 2020
1.166,0.001,0.09%,26 Nov 2020
1.165,-0.001,-0.09%,25 Nov 2020
1.166,0.004,0.34%,24 Nov 2020
1.162,0.001,0.09%,23 Nov 2020
1.161,0.002,0.17%,20 Nov 2020
1.159,-0.002,-0.17%,19 Nov 2020
1.161,0.000,0.00%,18 Nov 2020
1.161,-0.001,-0.09%,17 Nov 2020
1.162,0.005,0.43%,16 Nov 2020
1.157,0.001,0.09%,13 Nov 2020
1.156,0.000,0.00%,12 Nov 2020
1.156,0.000,0.00%,11 Nov 2020
1.156,-0.003,-0.26%,10 Nov 2020
1.159,0.009,0.78%,09 Nov 2020
1.15,0.000,0.00%,06 Nov 2020
1.15,0.007,0.61%,05 Nov 2020
1.143,0.005,0.44%,04 Nov 2020
1.138,0.004,0.35%,03 Nov 2020
1.134,0.005,0.44%,02 Nov 2020
1.129,-0.004,-0.35%,30 Oct 2020
1.133,0.000,0.00%,29 Oct 2020
1.133,-0.005,-0.44%,28 Oct 2020
1.138,-0.001,-0.09%,27 Oct 2020
1.139,-0.004,-0.35%,26 Oct 2020
1.143,0.002,0.18%,23 Oct 2020
1.141,-0.001,-0.09%,22 Oct 2020
1.142,-0.001,-0.09%,21 Oct 2020
1.143,0.000,0.00%,20 Oct 2020
1.143,0.000,0.00%,19 Oct 2020
1.143,0.002,0.18%,16 Oct 2020
1.141,-0.004,-0.35%,15 Oct 2020
1.145,-0.001,-0.09%,14 Oct 2020
1.146,0.000,0.00%,13 Oct 2020
1.146,0.006,0.53%,12 Oct 2020
1.14,0.001,0.09%,09 Oct 2020
1.139,0.003,0.26%,08 Oct 2020
1.136,0.001,0.09%,07 Oct 2020
1.135,0.001,0.09%,06 Oct 2020
1.134,0.003,0.27%,05 Oct 2020
1.131,-0.001,-0.09%,02 Oct 2020
1.132,0.000,0.00%,01 Oct 2020
1.132,0.000,0.00%,30 Sep 2020
1.132,0.000,0.00%,29 Sep 2020
1.132,0.004,0.35%,28 Sep 2020
1.128,0.001,0.09%,25 Sep 2020
1.127,-0.004,-0.35%,24 Sep 2020
1.131,0.003,0.27%,23 Sep 2020
1.128,0.001,0.09%,22 Sep 2020
1.127,-0.007,-0.62%,21 Sep 2020
1.134,-0.001,-0.09%,18 Sep 2020
1.135,-0.003,-0.26%,17 Sep 2020
1.138,0.000,0.00%,16 Sep 2020
1.138,0.001,0.09%,15 Sep 2020
1.137,0.003,0.26%,14 Sep 2020
1.134,0.000,0.00%,11 Sep 2020
1.134,0.001,0.09%,10 Sep 2020
1.133,0.001,0.09%,09 Sep 2020
1.132,-0.003,-0.26%,08 Sep 2020
1.135,0.002,0.18%,07 Sep 2020
1.133,-0.005,-0.44%,04 Sep 2020
1.138,-0.002,-0.18%,03 Sep 2020
1.14,0.003,0.26%,02 Sep 2020
1.137,0.002,0.18%,01 Sep 2020
1.135,-0.001,-0.09%,31 Aug 2020
1.136,-0.002,-0.18%,28 Aug 2020
1.138,0.000,0.00%,27 Aug 2020
1.138,0.001,0.09%,26 Aug 2020
1.137,0.001,0.09%,25 Aug 2020
1.136,0.004,0.35%,24 Aug 2020
1.132,0.002,0.18%,21 Aug 2020
1.13,-0.004,-0.35%,20 Aug 2020
1.134,0.001,0.09%,19 Aug 2020
1.133,0.000,0.00%,18 Aug 2020
1.133,0.002,0.18%,17 Aug 2020
1.131,-0.002,-0.18%,14 Aug 2020
1.133,0.001,0.09%,13 Aug 2020
1.132,0.000,0.00%,12 Aug 2020
1.132,0.004,0.35%,11 Aug 2020
1.128,-0.001,-0.09%,07 Aug 2020
1.129,0.000,0.00%,06 Aug 2020
1.129,0.002,0.18%,05 Aug 2020
1.127,0.004,0.36%,04 Aug 2020
1.123,0.001,0.09%,03 Aug 2020
1.122,-0.001,-0.09%,30 Jul 2020
1.123,0.001,0.09%,29 Jul 2020
1.122,0.001,0.09%,28 Jul 2020
1.121,0.001,0.09%,27 Jul 2020
1.12,-0.005,-0.44%,24 Jul 2020
1.125,0.002,0.18%,23 Jul 2020
1.123,-0.001,-0.09%,22 Jul 2020
1.124,0.005,0.45%,21 Jul 2020
1.119,0.002,0.18%,20 Jul 2020
1.117,0.002,0.18%,17 Jul 2020
1.115,-0.003,-0.27%,16 Jul 2020
1.118,0.004,0.36%,15 Jul 2020
1.114,-0.002,-0.18%,14 Jul 2020
1.116,0.004,0.36%,13 Jul 2020
1.112,0.000,0.00%,09 Jul 2020
1.112,0.000,0.00%,08 Jul 2020
1.112,0.000,0.00%,07 Jul 2020
1.112,0.006,0.54%,06 Jul 2020
1.106,0.001,0.09%,03 Jul 2020
1.105,0.006,0.55%,02 Jul 2020
1.099,0.002,0.18%,01 Jul 2020
1.097,0.002,0.18%,30 Jun 2020
1.095,0.000,0.00%,29 Jun 2020
1.095,0.001,0.09%,26 Jun 2020
1.094,-0.001,-0.09%,25 Jun 2020
1.095,-0.006,-0.54%,24 Jun 2020
1.101,0.004,0.36%,23 Jun 2020
1.097,-0.002,-0.18%,22 Jun 2020
1.099,0.002,0.18%,19 Jun 2020
1.097,0.001,0.09%,18 Jun 2020
1.096,0.001,0.09%,17 Jun 2020
1.095,0.010,0.92%,16 Jun 2020
1.085,-0.003,-0.28%,15 Jun 2020
1.088,-0.003,-0.27%,12 Jun 2020
1.091,-0.008,-0.73%,11 Jun 2020
1.099,-0.001,-0.09%,10 Jun 2020
1.1,0.002,0.18%,09 Jun 2020
1.098,0.000,0.00%,08 Jun 2020
1.098,0.005,0.46%,05 Jun 2020
1.093,0.001,0.09%,04 Jun 2020
1.092,0.006,0.55%,03 Jun 2020
1.086,0.003,0.28%,02 Jun 2020
1.083,0.004,0.37%,01 Jun 2020
1.079,-0.003,-0.28%,29 May 2020
1.082,0.004,0.37%,28 May 2020
1.078,0.001,0.09%,27 May 2020
1.077,0.007,0.65%,26 May 2020
