Nav Price (SGD),Changes (SGD),Changes (%),NAV Date
9.17,0.0100,0.11%,09 Dec 2022
9.16,0.0000,0.00%,08 Dec 2022
9.16,0.0000,0.00%,07 Dec 2022
9.16,0.0000,0.00%,06 Dec 2022
9.16,0.0100,0.11%,05 Dec 2022
9.15,0.0100,0.11%,02 Dec 2022
9.14,0.0000,0.00%,01 Dec 2022
9.14,0.0100,0.11%,30 Nov 2022
9.13,-0.0100,-0.11%,29 Nov 2022
9.14,0.0100,0.11%,28 Nov 2022
9.13,0.0100,0.11%,25 Nov 2022
9.12,0.0000,0.00%,24 Nov 2022
9.12,0.0100,0.11%,23 Nov 2022
9.11,-0.0100,-0.11%,22 Nov 2022
9.12,0.0100,0.11%,21 Nov 2022
9.11,0.0000,0.00%,18 Nov 2022
9.11,-0.0100,-0.11%,17 Nov 2022
9.12,0.0100,0.11%,16 Nov 2022
9.11,-0.0300,-0.33%,15 Nov 2022
9.14,0.0200,0.22%,14 Nov 2022
9.12,0.0200,0.22%,11 Nov 2022
9.1,0.0000,0.00%,10 Nov 2022
9.1,0.0100,0.11%,09 Nov 2022
9.09,0.0000,0.00%,08 Nov 2022
9.09,0.0100,0.11%,07 Nov 2022
9.08,-0.0100,-0.11%,04 Nov 2022
9.09,0.0000,0.00%,03 Nov 2022
9.09,0.0100,0.11%,02 Nov 2022
9.08,0.0100,0.11%,31 Oct 2022
9.07,0.0000,0.00%,28 Oct 2022
9.07,0.0000,0.00%,27 Oct 2022
9.07,0.0000,0.00%,26 Oct 2022
9.07,0.0000,0.00%,25 Oct 2022
9.07,0.0000,0.00%,24 Oct 2022
9.07,0.0000,0.00%,21 Oct 2022
9.07,0.0000,0.00%,20 Oct 2022
9.07,0.0100,0.11%,19 Oct 2022
9.06,0.0000,0.00%,18 Oct 2022
9.06,-0.0200,-0.22%,17 Oct 2022
9.08,-0.0100,-0.11%,14 Oct 2022
9.09,0.0000,0.00%,13 Oct 2022
9.09,-0.0100,-0.11%,12 Oct 2022
9.1,-0.0100,-0.11%,11 Oct 2022
9.11,0.0000,0.00%,10 Oct 2022
9.11,0.0100,0.11%,07 Oct 2022
9.1,-0.0100,-0.11%,06 Oct 2022
9.11,0.0100,0.11%,05 Oct 2022
9.1,0.0000,0.00%,04 Oct 2022
9.1,0.0000,0.00%,03 Oct 2022
9.1,-0.0100,-0.11%,30 Sep 2022
9.11,-0.0100,-0.11%,29 Sep 2022
9.12,-0.0200,-0.22%,28 Sep 2022
9.14,-0.0100,-0.11%,27 Sep 2022
9.15,0.0000,0.00%,26 Sep 2022
9.15,-0.0100,-0.11%,23 Sep 2022
9.16,0.0000,0.00%,22 Sep 2022
9.16,0.0100,0.11%,21 Sep 2022
9.15,0.0000,0.00%,20 Sep 2022
9.15,0.0000,0.00%,16 Sep 2022
9.15,-0.0200,-0.22%,15 Sep 2022
9.17,0.0000,0.00%,14 Sep 2022
9.17,0.0000,0.00%,13 Sep 2022
9.17,0.0100,0.11%,12 Sep 2022
9.16,0.0000,0.00%,09 Sep 2022
9.16,0.0100,0.11%,08 Sep 2022
9.15,0.0100,0.11%,07 Sep 2022
9.14,0.0000,0.00%,06 Sep 2022
9.14,0.0000,0.00%,05 Sep 2022
9.14,-0.0100,-0.11%,02 Sep 2022
9.15,0.0000,0.00%,01 Sep 2022
9.15,0.0000,0.00%,31 Aug 2022
9.15,-0.0100,-0.11%,30 Aug 2022
9.16,0.0100,0.11%,26 Aug 2022
9.15,0.0000,0.00%,25 Aug 2022
9.15,0.0000,0.00%,24 Aug 2022
9.15,-0.0100,-0.11%,23 Aug 2022
9.16,0.0000,0.00%,22 Aug 2022
9.16,0.0100,0.11%,19 Aug 2022
9.15,-0.0100,-0.11%,18 Aug 2022
9.16,0.0100,0.11%,17 Aug 2022
9.15,-0.0100,-0.11%,16 Aug 2022
9.16,0.0000,0.00%,12 Aug 2022
9.16,0.0100,0.11%,11 Aug 2022
9.15,0.0000,0.00%,10 Aug 2022
9.15,0.0100,0.11%,09 Aug 2022
9.14,0.0000,0.00%,08 Aug 2022
9.14,0.0000,0.00%,05 Aug 2022
9.14,0.0100,0.11%,04 Aug 2022
9.13,-0.0200,-0.22%,03 Aug 2022
9.15,0.0100,0.11%,02 Aug 2022
9.14,0.0100,0.11%,01 Aug 2022
9.13,0.0100,0.11%,29 Jul 2022
9.12,0.0000,0.00%,28 Jul 2022
9.12,0.0000,0.00%,27 Jul 2022
9.12,0.0000,0.00%,26 Jul 2022
9.12,0.0100,0.11%,25 Jul 2022
9.11,0.0000,0.00%,22 Jul 2022
9.11,0.0100,0.11%,21 Jul 2022
9.1,0.0000,0.00%,20 Jul 2022
9.1,0.0000,0.00%,19 Jul 2022
9.1,0.0100,0.11%,18 Jul 2022
9.09,-0.0300,-0.33%,15 Jul 2022
9.12,0.0100,0.11%,14 Jul 2022
9.11,0.0000,0.00%,13 Jul 2022
9.11,-0.0100,-0.11%,12 Jul 2022
9.12,0.0100,0.11%,11 Jul 2022
9.11,0.0000,0.00%,08 Jul 2022
9.11,0.0000,0.00%,07 Jul 2022
9.11,-0.0100,-0.11%,06 Jul 2022
9.12,0.0100,0.11%,05 Jul 2022
9.11,0.0000,0.00%,04 Jul 2022
9.11,-0.0100,-0.11%,01 Jul 2022
9.12,-0.0200,-0.22%,30 Jun 2022
9.14,0.0000,0.00%,29 Jun 2022
9.14,0.0000,0.00%,28 Jun 2022
9.14,0.0000,0.00%,27 Jun 2022
9.14,-0.0200,-0.22%,24 Jun 2022
9.16,0.0000,0.00%,22 Jun 2022
9.16,0.0000,0.00%,21 Jun 2022
9.16,-0.0100,-0.11%,20 Jun 2022
9.17,-0.0200,-0.22%,17 Jun 2022
9.19,0.0100,0.11%,16 Jun 2022
9.18,-0.0300,-0.33%,15 Jun 2022
9.21,-0.0100,-0.11%,14 Jun 2022
9.22,0.0000,0.00%,13 Jun 2022
9.22,-0.0100,-0.11%,10 Jun 2022
9.23,0.0000,0.00%,09 Jun 2022
9.23,0.0000,0.00%,08 Jun 2022
9.23,0.0000,0.00%,07 Jun 2022
9.23,0.0000,0.00%,01 Jun 2022
9.23,0.0000,0.00%,31 May 2022
9.23,0.0000,0.00%,30 May 2022
9.23,0.0200,0.22%,27 May 2022
9.21,-0.0100,-0.11%,25 May 2022
9.22,0.0000,0.00%,24 May 2022
9.22,0.0100,0.11%,23 May 2022
9.21,-0.0100,-0.11%,20 May 2022
9.22,0.0000,0.00%,19 May 2022
9.22,-0.0100,-0.11%,18 May 2022
9.23,0.0100,0.11%,17 May 2022
9.22,-0.0200,-0.22%,16 May 2022
9.24,-0.0100,-0.11%,13 May 2022
9.25,0.0000,0.00%,12 May 2022
9.25,0.0000,0.00%,11 May 2022
9.25,-0.0200,-0.22%,10 May 2022
9.27,0.0000,0.00%,06 May 2022
9.27,0.0000,0.00%,05 May 2022
9.27,0.0000,0.00%,04 May 2022
9.27,-0.0100,-0.11%,03 May 2022
9.28,0.0100,0.11%,29 Apr 2022
9.27,-0.0100,-0.11%,28 Apr 2022
9.28,0.0000,0.00%,27 Apr 2022
9.28,-0.0100,-0.11%,26 Apr 2022
9.29,0.0000,0.00%,25 Apr 2022
9.29,0.0000,0.00%,22 Apr 2022
9.29,0.0000,0.00%,21 Apr 2022
9.29,-0.0100,-0.11%,20 Apr 2022
9.3,-0.0200,-0.21%,19 Apr 2022
9.32,0.0000,0.00%,14 Apr 2022
9.32,0.0000,0.00%,13 Apr 2022
9.32,0.0000,0.00%,12 Apr 2022
9.32,0.0000,0.00%,11 Apr 2022
9.32,0.0000,0.00%,08 Apr 2022
9.32,-0.0100,-0.11%,07 Apr 2022
9.33,0.0000,0.00%,06 Apr 2022
9.33,0.0000,0.00%,05 Apr 2022
9.33,0.0000,0.00%,04 Apr 2022
9.33,0.0000,0.00%,01 Apr 2022
9.33,0.0100,0.11%,31 Mar 2022
9.32,0.0100,0.11%,30 Mar 2022
9.31,0.0100,0.11%,29 Mar 2022
9.3,0.0000,0.00%,28 Mar 2022
9.3,0.0000,0.00%,25 Mar 2022
9.3,0.0000,0.00%,24 Mar 2022
9.3,0.0100,0.11%,23 Mar 2022
9.29,0.0000,0.00%,22 Mar 2022
9.29,0.0000,0.00%,21 Mar 2022
9.29,0.0000,0.00%,18 Mar 2022
9.29,0.0300,0.32%,17 Mar 2022
9.26,0.0000,0.00%,16 Mar 2022
9.26,-0.0500,-0.54%,15 Mar 2022
9.31,0.0000,0.00%,14 Mar 2022
9.31,-0.0100,-0.11%,11 Mar 2022
9.32,0.0000,0.00%,10 Mar 2022
9.32,-0.0200,-0.21%,09 Mar 2022
9.34,-0.0100,-0.11%,08 Mar 2022
9.35,-0.0200,-0.21%,07 Mar 2022
9.37,0.0000,0.00%,04 Mar 2022
9.37,0.0000,0.00%,03 Mar 2022
9.37,-0.0100,-0.11%,02 Mar 2022
9.38,-0.0100,-0.11%,01 Mar 2022
9.39,0.0000,0.00%,28 Feb 2022
9.39,-0.0100,-0.11%,25 Feb 2022
9.4,-0.0100,-0.11%,24 Feb 2022
9.41,0.0000,0.00%,23 Feb 2022
9.41,0.0000,0.00%,22 Feb 2022
9.41,0.0000,0.00%,21 Feb 2022
9.41,-0.0100,-0.11%,18 Feb 2022
9.42,0.0000,0.00%,17 Feb 2022
9.42,0.0100,0.11%,16 Feb 2022
9.41,-0.0300,-0.32%,15 Feb 2022
9.44,-0.0100,-0.11%,14 Feb 2022
9.45,0.0000,0.00%,11 Feb 2022
9.45,0.0100,0.11%,10 Feb 2022
9.44,0.0000,0.00%,09 Feb 2022
9.44,-0.0100,-0.11%,08 Feb 2022
9.45,0.0000,0.00%,07 Feb 2022
9.45,0.0000,0.00%,04 Feb 2022
9.45,0.0000,0.00%,03 Feb 2022
9.45,0.0000,0.00%,02 Feb 2022
9.45,0.0000,0.00%,01 Feb 2022
9.45,0.0000,0.00%,31 Jan 2022
9.45,-0.0100,-0.11%,28 Jan 2022
9.46,0.0000,0.00%,27 Jan 2022
9.46,0.0000,0.00%,26 Jan 2022
9.46,0.0000,0.00%,25 Jan 2022
9.46,-0.0100,-0.11%,24 Jan 2022
9.47,0.0100,0.11%,21 Jan 2022
9.46,0.0000,0.00%,20 Jan 2022
9.46,0.0100,0.11%,19 Jan 2022
9.45,0.0000,0.00%,18 Jan 2022
9.45,-0.0200,-0.21%,17 Jan 2022
9.47,-0.0100,-0.11%,14 Jan 2022
9.48,0.0000,0.00%,13 Jan 2022
9.48,0.0000,0.00%,12 Jan 2022
9.48,-0.0100,-0.11%,11 Jan 2022
9.49,0.0000,0.00%,10 Jan 2022
9.49,0.0000,0.00%,07 Jan 2022
9.49,0.0000,0.00%,06 Jan 2022
9.49,0.0000,0.00%,05 Jan 2022
9.49,0.0000,0.00%,04 Jan 2022
9.49,0.0000,0.00%,31 Dec 2021
9.49,0.0100,0.11%,30 Dec 2021
9.48,0.0000,0.00%,29 Dec 2021
9.48,0.0000,0.00%,23 Dec 2021
9.48,0.0000,0.00%,22 Dec 2021
9.48,0.0000,0.00%,21 Dec 2021
9.48,0.0000,0.00%,20 Dec 2021
9.48,0.0000,0.00%,17 Dec 2021
9.48,0.0000,0.00%,16 Dec 2021
9.48,-0.0200,-0.21%,15 Dec 2021
9.5,-0.0100,-0.11%,14 Dec 2021
9.51,0.0000,0.00%,13 Dec 2021
9.51,0.0000,0.00%,10 Dec 2021
9.51,0.0000,0.00%,09 Dec 2021
9.51,0.0100,0.11%,08 Dec 2021
9.5,0.0100,0.11%,07 Dec 2021
9.49,0.0000,0.00%,06 Dec 2021
9.49,0.0000,0.00%,03 Dec 2021
9.49,0.0000,0.00%,02 Dec 2021
9.49,0.0000,0.00%,01 Dec 2021
9.49,0.0000,0.00%,30 Nov 2021
9.49,-0.0100,-0.11%,29 Nov 2021
9.5,0.0000,0.00%,26 Nov 2021
9.5,-0.0100,-0.11%,25 Nov 2021
9.51,-0.0100,-0.11%,24 Nov 2021
9.52,0.0000,0.00%,23 Nov 2021
9.52,0.0100,0.11%,22 Nov 2021
9.51,-0.0100,-0.11%,19 Nov 2021
9.52,0.0100,0.11%,18 Nov 2021
9.51,-0.0100,-0.11%,17 Nov 2021
9.52,0.0000,0.00%,16 Nov 2021
9.52,-0.0200,-0.21%,15 Nov 2021
9.54,0.0000,0.00%,12 Nov 2021
9.54,0.0100,0.10%,11 Nov 2021
9.53,0.0100,0.11%,10 Nov 2021
9.52,0.0000,0.00%,09 Nov 2021
9.52,-0.0100,-0.10%,08 Nov 2021
9.53,0.0000,0.00%,05 Nov 2021
9.53,0.0000,0.00%,04 Nov 2021
9.53,0.0000,0.00%,03 Nov 2021
9.53,-0.0100,-0.10%,02 Nov 2021
9.54,0.0000,0.00%,29 Oct 2021
9.54,0.0000,0.00%,28 Oct 2021
9.54,0.0000,0.00%,27 Oct 2021
9.54,0.0000,0.00%,26 Oct 2021
9.54,0.0000,0.00%,25 Oct 2021
9.54,0.0000,0.00%,22 Oct 2021
9.54,0.0000,0.00%,21 Oct 2021
9.54,0.0000,0.00%,20 Oct 2021
9.54,0.0000,0.00%,19 Oct 2021
9.54,0.0100,0.10%,18 Oct 2021
9.53,-0.0200,-0.21%,15 Oct 2021
9.55,0.0000,0.00%,14 Oct 2021
9.55,0.0000,0.00%,13 Oct 2021
9.55,0.0000,0.00%,12 Oct 2021
9.55,0.0000,0.00%,11 Oct 2021
9.55,0.0000,0.00%,08 Oct 2021
9.55,-0.0100,-0.10%,07 Oct 2021
9.56,0.0000,0.00%,06 Oct 2021
9.56,0.0000,0.00%,05 Oct 2021
9.56,0.0000,0.00%,04 Oct 2021
9.56,0.0000,0.00%,01 Oct 2021
9.56,0.0000,0.00%,30 Sep 2021
9.56,0.0000,0.00%,29 Sep 2021
9.56,0.0000,0.00%,28 Sep 2021
9.56,-0.0100,-0.10%,27 Sep 2021
9.57,0.0000,0.00%,24 Sep 2021
9.57,0.0100,0.10%,23 Sep 2021
9.56,0.0000,0.00%,22 Sep 2021
9.56,0.0000,0.00%,21 Sep 2021
9.56,-0.0100,-0.10%,20 Sep 2021
9.57,0.0000,0.00%,17 Sep 2021
9.57,0.0000,0.00%,16 Sep 2021
9.57,-0.0200,-0.21%,15 Sep 2021
9.59,0.0000,0.00%,14 Sep 2021
9.59,0.0000,0.00%,13 Sep 2021
9.59,0.0000,0.00%,10 Sep 2021
9.59,0.0000,0.00%,09 Sep 2021
9.59,0.0000,0.00%,08 Sep 2021
9.59,0.0000,0.00%,07 Sep 2021
9.59,0.0100,0.10%,06 Sep 2021
9.58,0.0000,0.00%,03 Sep 2021
9.58,0.0000,0.00%,02 Sep 2021
9.58,0.0000,0.00%,01 Sep 2021
9.58,0.0000,0.00%,31 Aug 2021
9.58,0.0000,0.00%,27 Aug 2021
9.58,0.0000,0.00%,26 Aug 2021
9.58,0.0100,0.10%,25 Aug 2021
9.57,0.0000,0.00%,24 Aug 2021
9.57,0.0000,0.00%,23 Aug 2021
9.57,0.0000,0.00%,20 Aug 2021
9.57,0.0000,0.00%,19 Aug 2021
9.57,0.0000,0.00%,18 Aug 2021
9.57,0.0000,0.00%,17 Aug 2021
9.57,-0.0100,-0.10%,16 Aug 2021
9.58,-0.0100,-0.10%,13 Aug 2021
9.59,0.0100,0.10%,12 Aug 2021
9.58,0.0000,0.00%,11 Aug 2021
9.58,0.0000,0.00%,10 Aug 2021
9.58,0.0000,0.00%,09 Aug 2021
9.58,0.0000,0.00%,06 Aug 2021
9.58,0.0000,0.00%,05 Aug 2021
9.58,0.0000,0.00%,04 Aug 2021
9.58,0.0000,0.00%,03 Aug 2021
9.58,0.0000,0.00%,02 Aug 2021
9.58,0.0000,0.00%,30 Jul 2021
9.58,0.0000,0.00%,29 Jul 2021
9.58,0.0000,0.00%,28 Jul 2021
9.58,0.0000,0.00%,27 Jul 2021
9.58,0.0000,0.00%,26 Jul 2021
9.58,0.0000,0.00%,23 Jul 2021
9.58,0.0000,0.00%,22 Jul 2021
9.58,0.0000,0.00%,21 Jul 2021
9.58,-0.0100,-0.10%,20 Jul 2021
9.59,0.0000,0.00%,19 Jul 2021
9.59,0.0000,0.00%,16 Jul 2021
9.59,-0.0200,-0.21%,15 Jul 2021
9.61,0.0100,0.10%,14 Jul 2021
9.6,0.0000,0.00%,13 Jul 2021
9.6,0.0000,0.00%,12 Jul 2021
9.6,-0.0100,-0.10%,09 Jul 2021
9.61,0.0000,0.00%,08 Jul 2021
9.61,0.0000,0.00%,07 Jul 2021
9.61,0.0000,0.00%,06 Jul 2021
9.61,0.0000,0.00%,05 Jul 2021
9.61,0.0000,0.00%,02 Jul 2021
9.61,0.0000,0.00%,01 Jul 2021
9.61,0.0000,0.00%,30 Jun 2021
9.61,0.0000,0.00%,29 Jun 2021
9.61,0.0100,0.10%,28 Jun 2021
9.6,0.0000,0.00%,25 Jun 2021
9.6,0.0000,0.00%,24 Jun 2021
9.6,0.0000,0.00%,22 Jun 2021
9.6,0.0000,0.00%,21 Jun 2021
9.6,0.0000,0.00%,18 Jun 2021
9.6,0.0000,0.00%,17 Jun 2021
9.6,0.0000,0.00%,16 Jun 2021
9.6,-0.0200,-0.21%,15 Jun 2021
9.62,0.0100,0.10%,14 Jun 2021
9.61,0.0000,0.00%,11 Jun 2021
9.61,-0.0100,-0.10%,10 Jun 2021
9.62,0.0100,0.10%,09 Jun 2021
9.61,0.0000,0.00%,08 Jun 2021
9.61,0.0000,0.00%,07 Jun 2021
9.61,0.0000,0.00%,04 Jun 2021
9.61,0.0100,0.10%,03 Jun 2021
9.6,0.0000,0.00%,02 Jun 2021
9.6,0.0000,0.00%,01 Jun 2021
9.6,0.0000,0.00%,28 May 2021
9.6,0.0100,0.10%,27 May 2021
9.59,0.0000,0.00%,26 May 2021
9.59,0.0000,0.00%,25 May 2021
9.59,0.0000,0.00%,21 May 2021
9.59,0.0000,0.00%,20 May 2021
9.59,0.0000,0.00%,19 May 2021
9.59,0.0000,0.00%,18 May 2021
9.59,-0.0200,-0.21%,17 May 2021
9.61,0.0000,0.00%,14 May 2021
9.61,0.0000,0.00%,12 May 2021
9.61,0.0000,0.00%,11 May 2021
9.61,0.0000,0.00%,10 May 2021
9.61,0.0000,0.00%,07 May 2021
9.61,0.0100,0.10%,06 May 2021
9.6,0.0000,0.00%,05 May 2021
9.6,0.0000,0.00%,04 May 2021
9.6,0.0000,0.00%,30 Apr 2021
9.6,0.0000,0.00%,29 Apr 2021
9.6,0.0000,0.00%,28 Apr 2021
9.6,0.0000,0.00%,27 Apr 2021
9.6,0.0000,0.00%,26 Apr 2021
9.6,0.0000,0.00%,23 Apr 2021
9.6,0.0000,0.00%,22 Apr 2021
9.6,0.0000,0.00%,21 Apr 2021
9.6,0.0000,0.00%,20 Apr 2021
9.6,0.0100,0.10%,19 Apr 2021
9.59,0.0100,0.10%,16 Apr 2021
9.58,-0.0200,-0.21%,15 Apr 2021
9.6,-0.0100,-0.10%,14 Apr 2021
9.61,-0.0200,-0.21%,13 Apr 2021
9.63,0.0000,0.00%,12 Apr 2021
9.63,0.0000,0.00%,09 Apr 2021
9.63,0.0000,0.00%,08 Apr 2021
9.63,-0.0100,-0.10%,07 Apr 2021
9.64,0.0100,0.10%,06 Apr 2021
9.63,0.0000,0.00%,01 Apr 2021
9.63,0.0000,0.00%,31 Mar 2021
9.63,0.0000,0.00%,30 Mar 2021
9.63,0.0100,0.10%,29 Mar 2021
9.62,0.0000,0.00%,26 Mar 2021
9.62,0.0000,0.00%,25 Mar 2021
9.62,-0.0100,-0.10%,24 Mar 2021
9.63,0.0100,0.10%,23 Mar 2021
9.62,0.0000,0.00%,22 Mar 2021
9.62,0.0000,0.00%,19 Mar 2021
9.62,0.0000,0.00%,18 Mar 2021
9.62,0.0000,0.00%,17 Mar 2021
9.62,0.0000,0.00%,16 Mar 2021
9.62,-0.0200,-0.21%,15 Mar 2021
9.64,0.0000,0.00%,12 Mar 2021
9.64,0.0000,0.00%,11 Mar 2021
9.64,0.0000,0.00%,10 Mar 2021
9.64,0.0000,0.00%,09 Mar 2021
9.64,-0.0100,-0.10%,08 Mar 2021
9.65,0.0000,0.00%,05 Mar 2021
9.65,0.0000,0.00%,04 Mar 2021
9.65,0.0000,0.00%,03 Mar 2021
9.65,0.0000,0.00%,02 Mar 2021
9.65,0.0100,0.10%,01 Mar 2021
9.64,-0.0200,-0.21%,26 Feb 2021
9.66,0.0000,0.00%,25 Feb 2021
9.66,0.0000,0.00%,24 Feb 2021
9.66,0.0000,0.00%,23 Feb 2021
9.66,0.0000,0.00%,22 Feb 2021
9.66,0.0100,0.10%,19 Feb 2021
9.65,0.0000,0.00%,18 Feb 2021
9.65,0.0000,0.00%,17 Feb 2021
9.65,0.0000,0.00%,16 Feb 2021
9.65,-0.0200,-0.21%,15 Feb 2021
9.67,0.0000,0.00%,12 Feb 2021
9.67,0.0000,0.00%,11 Feb 2021
9.67,0.0100,0.10%,10 Feb 2021
9.66,0.0000,0.00%,09 Feb 2021
9.66,0.0000,0.00%,08 Feb 2021
9.66,0.0000,0.00%,05 Feb 2021
9.66,0.0100,0.10%,04 Feb 2021
9.65,0.0000,0.00%,03 Feb 2021
9.65,0.0000,0.00%,02 Feb 2021
9.65,0.0000,0.00%,01 Feb 2021
9.65,0.0200,0.21%,29 Jan 2021
9.63,-0.0200,-0.21%,28 Jan 2021
9.65,0.0000,0.00%,27 Jan 2021
9.65,0.0100,0.10%,26 Jan 2021
9.64,0.0000,0.00%,25 Jan 2021
9.64,0.0000,0.00%,22 Jan 2021
9.64,0.0000,0.00%,21 Jan 2021
9.64,0.0000,0.00%,20 Jan 2021
9.64,0.0000,0.00%,19 Jan 2021
9.64,0.0100,0.10%,18 Jan 2021
9.63,-0.0200,-0.21%,15 Jan 2021
9.65,0.0000,0.00%,14 Jan 2021
9.65,0.0000,0.00%,13 Jan 2021
9.65,0.0000,0.00%,12 Jan 2021
9.65,0.0000,0.00%,11 Jan 2021
9.65,0.0100,0.10%,08 Jan 2021
9.64,0.0000,0.00%,07 Jan 2021
9.64,0.0100,0.10%,06 Jan 2021
9.63,0.0000,0.00%,05 Jan 2021
9.63,0.0000,0.00%,04 Jan 2021
9.63,0.0000,0.00%,31 Dec 2020
9.63,0.0000,0.00%,30 Dec 2020
9.63,0.0100,0.10%,29 Dec 2020
9.62,0.0000,0.00%,23 Dec 2020
9.62,0.0000,0.00%,22 Dec 2020
9.62,0.0000,0.00%,21 Dec 2020
9.62,0.0100,0.10%,18 Dec 2020
9.61,0.0000,0.00%,17 Dec 2020
9.61,0.0000,0.00%,16 Dec 2020
9.61,-0.0200,-0.21%,15 Dec 2020
9.63,0.0000,0.00%,14 Dec 2020
9.63,0.0000,0.00%,11 Dec 2020
9.63,0.0100,0.10%,10 Dec 2020
9.62,-0.0100,-0.10%,09 Dec 2020
9.63,0.0100,0.10%,08 Dec 2020
9.62,0.0000,0.00%,07 Dec 2020
9.62,0.0000,0.00%,04 Dec 2020
9.62,0.0000,0.00%,03 Dec 2020
9.62,0.0100,0.10%,02 Dec 2020
9.61,0.0100,0.10%,01 Dec 2020
9.6,0.0000,0.00%,30 Nov 2020
9.6,0.0000,0.00%,27 Nov 2020
9.6,0.0000,0.00%,26 Nov 2020
9.6,0.0000,0.00%,25 Nov 2020
9.6,0.0100,0.10%,24 Nov 2020
9.59,0.0000,0.00%,23 Nov 2020
9.59,0.0000,0.00%,20 Nov 2020
9.59,0.0000,0.00%,19 Nov 2020
9.59,0.0000,0.00%,18 Nov 2020
9.59,0.0100,0.10%,17 Nov 2020
9.58,-0.0200,-0.21%,16 Nov 2020
9.6,-0.0100,-0.10%,13 Nov 2020
9.61,0.0000,0.00%,12 Nov 2020
9.61,0.0000,0.00%,11 Nov 2020
9.61,0.0200,0.21%,10 Nov 2020
9.59,0.0100,0.10%,09 Nov 2020
9.58,0.0000,0.00%,06 Nov 2020
9.58,0.0100,0.10%,05 Nov 2020
9.57,0.0100,0.10%,04 Nov 2020
9.56,0.0000,0.00%,03 Nov 2020
9.56,0.0000,0.00%,02 Nov 2020
9.56,0.0000,0.00%,30 Oct 2020
9.56,-0.0100,-0.10%,29 Oct 2020
9.57,0.0000,0.00%,28 Oct 2020
9.57,0.0000,0.00%,27 Oct 2020
9.57,0.0000,0.00%,26 Oct 2020
9.57,0.0000,0.00%,23 Oct 2020
9.57,0.0000,0.00%,22 Oct 2020
9.57,0.0100,0.10%,21 Oct 2020
9.56,0.0000,0.00%,20 Oct 2020
9.56,0.0000,0.00%,19 Oct 2020
9.56,0.0000,0.00%,16 Oct 2020
9.56,-0.0200,-0.21%,15 Oct 2020
9.58,0.0000,0.00%,14 Oct 2020
9.58,0.0000,0.00%,13 Oct 2020
9.58,0.0000,0.00%,12 Oct 2020
9.58,0.0000,0.00%,09 Oct 2020
9.58,0.0100,0.10%,08 Oct 2020
9.57,0.0000,0.00%,07 Oct 2020
9.57,0.0100,0.10%,06 Oct 2020
9.56,0.0000,0.00%,05 Oct 2020
9.56,0.0000,0.00%,02 Oct 2020
9.56,0.0100,0.10%,01 Oct 2020
9.55,0.0000,0.00%,30 Sep 2020
9.55,0.0000,0.00%,29 Sep 2020
9.55,0.0000,0.00%,28 Sep 2020
9.55,-0.0100,-0.10%,25 Sep 2020
9.56,0.0000,0.00%,24 Sep 2020
9.56,-0.0100,-0.10%,23 Sep 2020
9.57,0.0000,0.00%,22 Sep 2020
9.57,0.0000,0.00%,21 Sep 2020
9.57,0.0000,0.00%,18 Sep 2020
9.57,0.0000,0.00%,17 Sep 2020
9.57,0.0000,0.00%,16 Sep 2020
9.57,-0.0200,-0.21%,15 Sep 2020
9.59,0.0000,0.00%,14 Sep 2020
9.59,0.0000,0.00%,11 Sep 2020
9.59,0.0000,0.00%,10 Sep 2020
9.59,0.0000,0.00%,09 Sep 2020
9.59,0.0000,0.00%,08 Sep 2020
9.59,0.0000,0.00%,07 Sep 2020
9.59,0.0000,0.00%,04 Sep 2020
9.59,0.0100,0.10%,03 Sep 2020
9.58,0.0000,0.00%,02 Sep 2020
9.58,0.0000,0.00%,01 Sep 2020
9.58,0.0000,0.00%,28 Aug 2020
9.58,0.0000,0.00%,27 Aug 2020
9.58,0.0100,0.10%,26 Aug 2020
9.57,0.0000,0.00%,25 Aug 2020
9.57,0.0000,0.00%,24 Aug 2020
9.57,0.0000,0.00%,21 Aug 2020
9.57,0.0000,0.00%,20 Aug 2020
9.57,0.0000,0.00%,19 Aug 2020
9.57,0.0000,0.00%,18 Aug 2020
9.57,-0.0200,-0.21%,17 Aug 2020
9.59,0.0100,0.10%,14 Aug 2020
9.58,0.0000,0.00%,13 Aug 2020
9.58,0.0000,0.00%,12 Aug 2020
9.58,0.0100,0.10%,11 Aug 2020
9.57,0.0000,0.00%,10 Aug 2020
9.57,0.0000,0.00%,07 Aug 2020
9.57,0.0000,0.00%,06 Aug 2020
9.57,0.0100,0.10%,05 Aug 2020
9.56,0.0000,0.00%,04 Aug 2020
9.56,0.0000,0.00%,03 Aug 2020
9.56,0.0000,0.00%,31 Jul 2020
9.56,0.0100,0.10%,30 Jul 2020
9.55,0.0000,0.00%,29 Jul 2020
9.55,0.0000,0.00%,28 Jul 2020
9.55,0.0000,0.00%,27 Jul 2020
9.55,0.0100,0.10%,24 Jul 2020
9.54,0.0000,0.00%,23 Jul 2020
9.54,0.0100,0.10%,22 Jul 2020
9.53,0.0100,0.11%,21 Jul 2020
9.52,0.0000,0.00%,20 Jul 2020
9.52,0.0000,0.00%,17 Jul 2020
9.52,0.0100,0.11%,16 Jul 2020
9.51,-0.0100,-0.11%,15 Jul 2020
9.52,0.0000,0.00%,14 Jul 2020
9.52,0.0000,0.00%,13 Jul 2020
9.52,0.0100,0.11%,10 Jul 2020
9.51,0.0000,0.00%,09 Jul 2020
