Nav Price (SGD),Changes (SGD),Changes (%),NAV Date
14.45,-0.21,-1.43%,27 Mar 2018
14.66,0.33,2.30%,26 Mar 2018
14.33,-0.24,-1.65%,23 Mar 2018
14.57,-0.36,-2.41%,22 Mar 2018
14.93,0.07,0.47%,21 Mar 2018
14.86,0.07,0.47%,20 Mar 2018
14.79,-0.28,-1.86%,19 Mar 2018
15.07,0.05,0.33%,16 Mar 2018
15.02,0.10,0.67%,15 Mar 2018
14.92,0.01,0.07%,14 Mar 2018
14.91,-0.07,-0.47%,13 Mar 2018
14.98,0.03,0.20%,12 Mar 2018
14.95,0.08,0.54%,09 Mar 2018
14.87,0.07,0.47%,08 Mar 2018
14.8,-0.10,-0.67%,07 Mar 2018
14.9,0.10,0.68%,06 Mar 2018
14.8,-0.08,-0.54%,05 Mar 2018
14.88,0.04,0.27%,02 Mar 2018
14.84,0.02,0.13%,01 Mar 2018
14.82,-0.20,-1.33%,28 Feb 2018
15.02,-0.26,-1.70%,27 Feb 2018
15.28,0.10,0.66%,26 Feb 2018
15.18,0.15,1.00%,23 Feb 2018
15.03,-0.01,-0.07%,22 Feb 2018
15.04,0.15,1.01%,21 Feb 2018
14.89,-0.06,-0.40%,20 Feb 2018
14.95,0.01,0.07%,16 Feb 2018
14.94,0.10,0.67%,15 Feb 2018
14.84,0.16,1.09%,14 Feb 2018
14.68,0.09,0.62%,13 Feb 2018
14.59,0.24,1.67%,12 Feb 2018
14.35,-0.10,-0.69%,09 Feb 2018
14.45,-0.33,-2.23%,08 Feb 2018
14.78,-0.26,-1.73%,07 Feb 2018
15.04,0.09,0.60%,06 Feb 2018
14.95,-0.41,-2.67%,05 Feb 2018
15.36,-0.28,-1.79%,02 Feb 2018
15.64,-0.08,-0.51%,01 Feb 2018
15.72,0.00,0.00%,31 Jan 2018
15.72,-0.23,-1.44%,30 Jan 2018
15.95,-0.13,-0.81%,29 Jan 2018
16.08,0.17,1.07%,26 Jan 2018
15.91,0.05,0.32%,25 Jan 2018
15.86,0.03,0.19%,24 Jan 2018
15.83,0.11,0.70%,23 Jan 2018
15.72,0.06,0.38%,22 Jan 2018
15.66,0.13,0.84%,19 Jan 2018
15.53,-0.04,-0.26%,18 Jan 2018
15.57,0.22,1.43%,17 Jan 2018
15.35,-0.04,-0.26%,16 Jan 2018
15.39,0.13,0.85%,12 Jan 2018
15.26,0.05,0.33%,11 Jan 2018
15.21,-0.03,-0.20%,10 Jan 2018
15.24,0.01,0.07%,09 Jan 2018
15.23,0.01,0.07%,08 Jan 2018
15.22,0.17,1.13%,05 Jan 2018
15.05,0.01,0.07%,04 Jan 2018
15.04,0.13,0.87%,03 Jan 2018
14.91,0.28,1.91%,02 Jan 2018
14.63,-0.03,-0.20%,29 Dec 2017
14.66,0.07,0.48%,28 Dec 2017
14.59,0.02,0.14%,27 Dec 2017
14.57,0.05,0.34%,22 Dec 2017
14.52,0.06,0.41%,21 Dec 2017
14.46,0.08,0.56%,20 Dec 2017
14.38,-0.04,-0.28%,19 Dec 2017
14.42,0.06,0.42%,18 Dec 2017
14.36,0.07,0.49%,15 Dec 2017
14.29,0.01,0.07%,14 Dec 2017
14.28,0.13,0.92%,13 Dec 2017
14.15,-0.13,-0.91%,12 Dec 2017
14.28,0.07,0.49%,11 Dec 2017
14.21,0.12,0.85%,08 Dec 2017
14.09,-0.01,-0.07%,07 Dec 2017
14.1,-0.13,-0.91%,06 Dec 2017
14.23,0.00,0.00%,05 Dec 2017
14.23,0.01,0.07%,04 Dec 2017
14.22,-0.13,-0.91%,01 Dec 2017
14.35,-0.06,-0.42%,30 Nov 2017
14.41,-0.14,-0.96%,29 Nov 2017
14.55,0.02,0.14%,28 Nov 2017
14.53,-0.10,-0.68%,27 Nov 2017
14.63,-0.01,-0.07%,24 Nov 2017
14.64,0.06,0.41%,22 Nov 2017
14.58,0.13,0.90%,21 Nov 2017
14.45,0.02,0.14%,20 Nov 2017
14.43,0.01,0.07%,17 Nov 2017
14.42,0.16,1.12%,16 Nov 2017
14.26,-0.03,-0.21%,15 Nov 2017
14.29,-0.05,-0.35%,14 Nov 2017
14.34,-0.03,-0.21%,13 Nov 2017
14.37,-0.06,-0.42%,10 Nov 2017
14.43,-0.07,-0.48%,09 Nov 2017
14.5,0.03,0.21%,08 Nov 2017
14.47,-0.08,-0.55%,07 Nov 2017
14.55,0.02,0.14%,06 Nov 2017
14.53,-0.16,-1.09%,03 Nov 2017
14.69,0.16,1.10%,02 Nov 2017
14.53,0.08,0.55%,31 Oct 2017
14.45,-0.01,-0.07%,30 Oct 2017
14.46,0.10,0.70%,27 Oct 2017
14.36,-0.15,-1.03%,26 Oct 2017
14.51,0.06,0.42%,25 Oct 2017
14.45,0.05,0.35%,24 Oct 2017
14.4,-0.19,-1.30%,23 Oct 2017
14.59,0.12,0.83%,20 Oct 2017
14.47,-0.07,-0.48%,19 Oct 2017
14.54,-0.06,-0.41%,18 Oct 2017
14.6,0.02,0.14%,17 Oct 2017
14.58,-0.07,-0.48%,16 Oct 2017
14.65,0.08,0.55%,13 Oct 2017
14.57,0.08,0.55%,12 Oct 2017
14.49,-0.06,-0.41%,11 Oct 2017
14.55,0.09,0.62%,10 Oct 2017
14.46,-0.06,-0.41%,09 Oct 2017
14.52,0.06,0.41%,06 Oct 2017
14.46,-0.02,-0.14%,05 Oct 2017
14.48,0.06,0.42%,04 Oct 2017
14.42,0.16,1.12%,03 Oct 2017
14.26,0.03,0.21%,02 Oct 2017
14.23,-0.01,-0.07%,29 Sep 2017
14.24,0.06,0.42%,28 Sep 2017
14.18,-0.05,-0.35%,27 Sep 2017
14.23,-0.04,-0.28%,26 Sep 2017
14.27,-0.28,-1.92%,25 Sep 2017
14.55,-0.11,-0.75%,22 Sep 2017
14.66,-0.01,-0.07%,21 Sep 2017
14.67,-0.04,-0.27%,20 Sep 2017
14.71,0.04,0.27%,19 Sep 2017
14.67,-0.04,-0.27%,18 Sep 2017
14.71,0.07,0.48%,15 Sep 2017
14.64,0.00,0.00%,14 Sep 2017
14.64,-0.05,-0.34%,13 Sep 2017
14.69,-0.02,-0.14%,12 Sep 2017
14.71,0.09,0.62%,11 Sep 2017
14.62,0.06,0.41%,08 Sep 2017
14.56,0.00,0.00%,07 Sep 2017
14.56,0.15,1.04%,06 Sep 2017
14.41,-0.23,-1.57%,05 Sep 2017
14.64,0.03,0.21%,01 Sep 2017
14.61,-0.15,-1.02%,31 Aug 2017
14.76,0.14,0.96%,30 Aug 2017
14.62,-0.09,-0.61%,29 Aug 2017
14.71,0.11,0.75%,28 Aug 2017
14.6,0.04,0.27%,25 Aug 2017
14.56,0.10,0.69%,24 Aug 2017
14.46,-0.02,-0.14%,23 Aug 2017
14.48,0.08,0.56%,22 Aug 2017
14.4,-0.01,-0.07%,21 Aug 2017
14.41,0.06,0.42%,18 Aug 2017
14.35,-0.10,-0.69%,17 Aug 2017
14.45,0.06,0.42%,16 Aug 2017
14.39,0.19,1.34%,14 Aug 2017
14.2,-0.11,-0.77%,11 Aug 2017
14.31,-0.27,-1.85%,10 Aug 2017
14.58,-0.06,-0.41%,09 Aug 2017
14.64,0.02,0.14%,08 Aug 2017
14.62,0.09,0.62%,07 Aug 2017
14.53,0.05,0.35%,04 Aug 2017
14.48,-0.03,-0.21%,03 Aug 2017
14.51,0.00,0.00%,02 Aug 2017
14.51,0.05,0.35%,01 Aug 2017
14.46,0.07,0.49%,31 Jul 2017
14.39,-0.13,-0.90%,28 Jul 2017
14.52,-0.01,-0.07%,27 Jul 2017
14.53,0.05,0.35%,26 Jul 2017
14.48,0.04,0.28%,25 Jul 2017
14.44,0.02,0.14%,24 Jul 2017
14.42,0.02,0.14%,21 Jul 2017
14.4,0.00,0.00%,20 Jul 2017
14.4,0.08,0.56%,19 Jul 2017
14.32,0.02,0.14%,18 Jul 2017
14.3,0.00,0.00%,17 Jul 2017
14.3,0.10,0.70%,14 Jul 2017
14.2,0.06,0.42%,13 Jul 2017
14.14,0.07,0.50%,12 Jul 2017
14.07,0.08,0.57%,11 Jul 2017
13.99,0.06,0.43%,10 Jul 2017
13.93,0.04,0.29%,07 Jul 2017
13.89,-0.10,-0.71%,06 Jul 2017
13.99,-0.01,-0.07%,05 Jul 2017
14.0,0.01,0.07%,03 Jul 2017
13.99,0.05,0.36%,30 Jun 2017
13.94,-0.03,-0.21%,29 Jun 2017
13.97,0.10,0.72%,28 Jun 2017
13.87,-0.13,-0.93%,27 Jun 2017
14.0,0.17,1.23%,26 Jun 2017
13.83,-0.03,-0.22%,22 Jun 2017
13.86,-0.02,-0.14%,21 Jun 2017
13.88,-0.10,-0.72%,20 Jun 2017
13.98,0.07,0.50%,19 Jun 2017
13.91,0.01,0.07%,16 Jun 2017
13.9,-0.08,-0.57%,15 Jun 2017
13.98,0.00,0.00%,14 Jun 2017
13.98,0.00,0.00%,13 Jun 2017
13.98,0.01,0.07%,12 Jun 2017
13.97,-0.01,-0.07%,09 Jun 2017
13.98,0.02,0.14%,08 Jun 2017
13.96,0.01,0.07%,07 Jun 2017
13.95,-0.03,-0.21%,06 Jun 2017
13.98,0.07,0.50%,02 Jun 2017
13.91,0.11,0.80%,01 Jun 2017
13.8,-0.14,-1.00%,31 May 2017
13.94,-0.03,-0.21%,30 May 2017
13.97,0.08,0.58%,26 May 2017
13.89,0.02,0.14%,24 May 2017
13.87,0.01,0.07%,23 May 2017
13.86,0.09,0.65%,22 May 2017
13.77,0.09,0.66%,19 May 2017
13.68,-0.26,-1.87%,18 May 2017
13.94,-0.13,-0.92%,17 May 2017
14.07,0.02,0.14%,16 May 2017
14.05,0.10,0.72%,15 May 2017
13.95,0.01,0.07%,12 May 2017
13.94,0.16,1.16%,11 May 2017
13.78,-0.05,-0.36%,10 May 2017
13.83,0.01,0.07%,09 May 2017
13.82,0.10,0.73%,08 May 2017
13.72,0.05,0.37%,05 May 2017
13.67,-0.12,-0.87%,04 May 2017
13.79,-0.09,-0.65%,03 May 2017
13.88,0.18,1.31%,02 May 2017
13.7,-0.11,-0.80%,28 Apr 2017
13.81,0.07,0.51%,27 Apr 2017
13.74,-0.08,-0.58%,26 Apr 2017
13.82,0.18,1.32%,25 Apr 2017
13.64,0.03,0.22%,24 Apr 2017
13.61,0.03,0.22%,21 Apr 2017
13.58,0.06,0.44%,20 Apr 2017
13.52,-0.06,-0.44%,19 Apr 2017
13.58,-0.06,-0.44%,18 Apr 2017
13.64,0.03,0.22%,13 Apr 2017
13.61,-0.02,-0.15%,12 Apr 2017
13.63,0.03,0.22%,11 Apr 2017
13.6,-0.05,-0.37%,10 Apr 2017
13.65,-0.02,-0.15%,07 Apr 2017
13.67,-0.01,-0.07%,06 Apr 2017
13.68,0.08,0.59%,05 Apr 2017
13.6,-0.07,-0.51%,04 Apr 2017
13.67,0.04,0.29%,03 Apr 2017
13.63,-0.05,-0.37%,31 Mar 2017
13.68,-0.09,-0.65%,30 Mar 2017
13.77,0.04,0.29%,29 Mar 2017
13.73,0.04,0.29%,28 Mar 2017
13.69,0.06,0.44%,27 Mar 2017
13.63,0.03,0.22%,24 Mar 2017
13.6,0.00,0.00%,23 Mar 2017
13.6,0.01,0.07%,22 Mar 2017
13.59,-0.06,-0.44%,21 Mar 2017
13.65,-0.06,-0.44%,20 Mar 2017
13.71,0.07,0.51%,17 Mar 2017
13.64,0.18,1.34%,16 Mar 2017
13.46,0.13,0.98%,15 Mar 2017
13.33,-0.02,-0.15%,14 Mar 2017
13.35,0.04,0.30%,13 Mar 2017
13.31,0.09,0.68%,10 Mar 2017
13.22,-0.13,-0.97%,09 Mar 2017
13.35,-0.07,-0.52%,08 Mar 2017
13.42,0.04,0.30%,07 Mar 2017
13.38,0.00,0.00%,06 Mar 2017
13.38,-0.02,-0.15%,03 Mar 2017
13.4,-0.12,-0.89%,02 Mar 2017
13.52,0.15,1.12%,01 Mar 2017
13.37,-0.10,-0.74%,28 Feb 2017
13.47,-0.03,-0.22%,27 Feb 2017
13.5,-0.08,-0.59%,24 Feb 2017
13.58,0.02,0.15%,23 Feb 2017
13.56,-0.01,-0.07%,22 Feb 2017
13.57,0.10,0.74%,21 Feb 2017
13.47,-0.01,-0.07%,17 Feb 2017
13.48,0.03,0.22%,16 Feb 2017
13.45,-0.07,-0.52%,15 Feb 2017
13.52,0.09,0.67%,14 Feb 2017
13.43,0.02,0.15%,13 Feb 2017
13.41,0.11,0.83%,10 Feb 2017
13.3,0.00,0.00%,09 Feb 2017
13.3,0.04,0.30%,08 Feb 2017
13.26,-0.04,-0.30%,07 Feb 2017
13.3,0.01,0.08%,06 Feb 2017
13.29,0.06,0.45%,03 Feb 2017
13.23,0.13,0.99%,02 Feb 2017
13.1,0.06,0.46%,01 Feb 2017
13.04,-0.07,-0.53%,31 Jan 2017
13.11,-0.13,-0.98%,30 Jan 2017
13.24,0.08,0.61%,27 Jan 2017
13.16,0.03,0.23%,26 Jan 2017
13.13,-0.06,-0.45%,25 Jan 2017
13.19,0.06,0.46%,24 Jan 2017
13.13,0.06,0.46%,23 Jan 2017
13.07,0.01,0.08%,20 Jan 2017
13.06,0.01,0.08%,19 Jan 2017
13.05,-0.02,-0.15%,18 Jan 2017
13.07,0.04,0.31%,17 Jan 2017
13.03,-0.12,-0.91%,13 Jan 2017
13.15,0.15,1.15%,12 Jan 2017
13.0,0.06,0.46%,11 Jan 2017
12.94,0.06,0.47%,10 Jan 2017
12.88,-0.02,-0.16%,09 Jan 2017
12.9,-0.02,-0.15%,06 Jan 2017
12.92,0.10,0.78%,05 Jan 2017
12.82,0.06,0.47%,04 Jan 2017
12.76,0.11,0.87%,03 Jan 2017
12.65,-0.04,-0.32%,30 Dec 2016
12.69,0.04,0.32%,29 Dec 2016
12.65,0.02,0.16%,28 Dec 2016
12.63,0.03,0.24%,27 Dec 2016
12.6,-0.01,-0.08%,23 Dec 2016
12.61,-0.02,-0.16%,22 Dec 2016
12.63,0.00,0.00%,21 Dec 2016
12.63,0.02,0.16%,20 Dec 2016
12.61,-0.02,-0.16%,19 Dec 2016
12.63,-0.02,-0.16%,16 Dec 2016
12.65,-0.01,-0.08%,15 Dec 2016
12.66,-0.11,-0.86%,14 Dec 2016
12.77,0.05,0.39%,13 Dec 2016
12.72,-0.07,-0.55%,12 Dec 2016
12.79,0.00,0.00%,09 Dec 2016
12.79,0.06,0.47%,08 Dec 2016
12.73,0.10,0.79%,07 Dec 2016
12.63,0.08,0.64%,06 Dec 2016
12.55,0.04,0.32%,05 Dec 2016
12.51,-0.02,-0.16%,02 Dec 2016
12.53,-0.08,-0.63%,01 Dec 2016
12.61,0.01,0.08%,30 Nov 2016
12.6,-0.07,-0.55%,29 Nov 2016
12.67,0.04,0.32%,28 Nov 2016
12.63,0.03,0.24%,25 Nov 2016
12.6,-0.01,-0.08%,23 Nov 2016
12.61,0.08,0.64%,22 Nov 2016
12.53,0.06,0.48%,21 Nov 2016
12.47,-0.01,-0.08%,18 Nov 2016
12.48,-0.02,-0.16%,17 Nov 2016
12.5,0.02,0.16%,16 Nov 2016
12.48,0.11,0.89%,15 Nov 2016
12.37,-0.16,-1.28%,14 Nov 2016
12.53,-0.24,-1.88%,11 Nov 2016
12.77,-0.23,-1.77%,10 Nov 2016
13.0,-0.20,-1.52%,09 Nov 2016
13.2,-0.02,-0.15%,08 Nov 2016
13.22,0.25,1.93%,07 Nov 2016
12.97,-0.04,-0.31%,04 Nov 2016
13.01,-0.05,-0.38%,03 Nov 2016
13.06,-0.26,-1.95%,02 Nov 2016
13.32,-0.02,-0.15%,31 Oct 2016
13.34,0.00,0.00%,28 Oct 2016
13.34,-0.05,-0.37%,27 Oct 2016
13.39,-0.09,-0.67%,26 Oct 2016
13.48,-0.03,-0.22%,25 Oct 2016
13.51,0.07,0.52%,24 Oct 2016
13.44,0.01,0.07%,21 Oct 2016
13.43,-0.03,-0.22%,20 Oct 2016
13.46,0.06,0.45%,19 Oct 2016
13.4,0.14,1.06%,18 Oct 2016
13.26,-0.01,-0.08%,17 Oct 2016
13.27,0.03,0.23%,14 Oct 2016
13.24,-0.05,-0.38%,13 Oct 2016
13.29,-0.02,-0.15%,12 Oct 2016
13.31,-0.18,-1.33%,11 Oct 2016
13.49,0.07,0.52%,10 Oct 2016
13.42,-0.02,-0.15%,07 Oct 2016
13.44,0.01,0.07%,06 Oct 2016
13.43,0.08,0.60%,05 Oct 2016
13.35,-0.01,-0.07%,04 Oct 2016
13.36,-0.02,-0.15%,03 Oct 2016
13.38,0.02,0.15%,30 Sep 2016
13.36,-0.07,-0.52%,29 Sep 2016
13.43,0.07,0.52%,28 Sep 2016
13.36,0.10,0.75%,27 Sep 2016
13.26,-0.12,-0.90%,26 Sep 2016
13.38,-0.17,-1.25%,23 Sep 2016
13.55,0.10,0.74%,22 Sep 2016
13.45,0.26,1.97%,21 Sep 2016
13.19,0.03,0.23%,20 Sep 2016
13.16,0.09,0.69%,19 Sep 2016
13.07,-0.05,-0.38%,16 Sep 2016
13.12,0.11,0.85%,15 Sep 2016
13.01,-0.06,-0.46%,14 Sep 2016
13.07,-0.18,-1.36%,13 Sep 2016
13.25,0.00,0.00%,12 Sep 2016
13.25,-0.27,-2.00%,09 Sep 2016
13.52,-0.02,-0.15%,08 Sep 2016
13.54,-0.05,-0.37%,07 Sep 2016
13.59,0.31,2.33%,06 Sep 2016
13.28,0.06,0.45%,02 Sep 2016
13.22,0.06,0.46%,01 Sep 2016
13.16,-0.11,-0.83%,31 Aug 2016
13.27,-0.01,-0.08%,30 Aug 2016
13.28,0.02,0.15%,29 Aug 2016
13.26,-0.06,-0.45%,26 Aug 2016
13.32,0.05,0.38%,25 Aug 2016
13.27,-0.13,-0.97%,24 Aug 2016
13.4,0.06,0.45%,23 Aug 2016
13.34,-0.17,-1.26%,22 Aug 2016
13.51,-0.02,-0.15%,19 Aug 2016
13.53,0.04,0.30%,18 Aug 2016
13.49,-0.07,-0.52%,17 Aug 2016
13.56,0.13,0.97%,16 Aug 2016
13.43,-0.03,-0.22%,12 Aug 2016
13.46,-0.01,-0.07%,11 Aug 2016
13.47,0.09,0.67%,10 Aug 2016
13.38,0.08,0.60%,09 Aug 2016
13.3,0.04,0.30%,08 Aug 2016
13.26,0.08,0.61%,05 Aug 2016
13.18,0.05,0.38%,04 Aug 2016
13.13,0.00,0.00%,03 Aug 2016
13.13,-0.07,-0.53%,02 Aug 2016
13.2,0.02,0.15%,01 Aug 2016
13.18,-0.08,-0.60%,29 Jul 2016
13.26,0.12,0.91%,28 Jul 2016
13.14,0.00,0.00%,27 Jul 2016
13.14,0.06,0.46%,26 Jul 2016
13.08,-0.09,-0.68%,25 Jul 2016
13.17,-0.04,-0.30%,22 Jul 2016
13.21,-0.02,-0.15%,21 Jul 2016
13.23,0.02,0.15%,20 Jul 2016
13.21,0.05,0.38%,19 Jul 2016
13.16,-0.04,-0.30%,18 Jul 2016
13.2,0.08,0.61%,15 Jul 2016
13.12,0.06,0.46%,14 Jul 2016
13.06,-0.07,-0.53%,13 Jul 2016
13.13,0.07,0.54%,12 Jul 2016
13.06,0.19,1.48%,11 Jul 2016
12.87,0.11,0.86%,08 Jul 2016
12.76,0.02,0.16%,07 Jul 2016
12.74,-0.07,-0.55%,06 Jul 2016
12.81,-0.16,-1.23%,05 Jul 2016
12.97,0.12,0.93%,01 Jul 2016
12.85,0.04,0.31%,30 Jun 2016
12.81,0.18,1.43%,29 Jun 2016
12.63,0.29,2.35%,28 Jun 2016
12.34,-0.21,-1.67%,27 Jun 2016
12.55,-0.17,-1.34%,24 Jun 2016
12.72,0.05,0.39%,22 Jun 2016
12.67,0.06,0.48%,21 Jun 2016
12.61,0.13,1.04%,20 Jun 2016
12.48,0.05,0.40%,17 Jun 2016
12.43,-0.03,-0.24%,16 Jun 2016
12.46,-0.01,-0.08%,15 Jun 2016
12.47,0.03,0.24%,14 Jun 2016
12.44,-0.14,-1.11%,13 Jun 2016
12.58,-0.15,-1.18%,10 Jun 2016
12.73,-0.13,-1.01%,09 Jun 2016
12.86,0.15,1.18%,08 Jun 2016
12.71,0.13,1.03%,07 Jun 2016
12.58,0.10,0.80%,06 Jun 2016
12.48,0.09,0.73%,03 Jun 2016
12.39,-0.03,-0.24%,02 Jun 2016
12.42,0.09,0.73%,01 Jun 2016
12.33,-0.10,-0.80%,31 May 2016
12.43,0.01,0.08%,27 May 2016
12.42,0.00,0.00%,26 May 2016
12.42,0.08,0.65%,25 May 2016
12.34,0.04,0.33%,24 May 2016
12.3,-0.01,-0.08%,23 May 2016
12.31,0.06,0.49%,20 May 2016
12.25,-0.11,-0.89%,19 May 2016
12.36,-0.07,-0.56%,18 May 2016
12.43,-0.01,-0.08%,17 May 2016
12.44,-0.11,-0.88%,13 May 2016
12.55,0.02,0.16%,12 May 2016
12.53,0.03,0.24%,11 May 2016
12.5,0.08,0.64%,10 May 2016
12.42,-0.05,-0.40%,09 May 2016
12.47,-0.01,-0.08%,06 May 2016
12.48,-0.09,-0.72%,04 May 2016
12.57,-0.20,-1.57%,03 May 2016
12.77,0.02,0.16%,02 May 2016
12.75,-0.09,-0.70%,29 Apr 2016
12.84,0.00,0.00%,28 Apr 2016
12.84,0.02,0.16%,27 Apr 2016
12.82,-0.04,-0.31%,26 Apr 2016
12.86,0.01,0.08%,25 Apr 2016
12.85,-0.10,-0.77%,22 Apr 2016
12.95,0.02,0.15%,21 Apr 2016
12.93,-0.03,-0.23%,20 Apr 2016
12.96,0.08,0.62%,19 Apr 2016
12.88,-0.03,-0.23%,18 Apr 2016
12.91,-0.01,-0.08%,15 Apr 2016
12.92,-0.02,-0.15%,14 Apr 2016
12.94,0.09,0.70%,13 Apr 2016
12.85,0.07,0.55%,12 Apr 2016
12.78,0.07,0.55%,11 Apr 2016
12.71,0.05,0.39%,08 Apr 2016
12.66,-0.01,-0.08%,07 Apr 2016
12.67,0.04,0.32%,06 Apr 2016
12.63,-0.14,-1.10%,05 Apr 2016
12.77,-0.03,-0.23%,04 Apr 2016
12.8,-0.03,-0.23%,01 Apr 2016
12.83,-0.04,-0.31%,31 Mar 2016
12.87,0.12,0.94%,30 Mar 2016
12.75,0.12,0.95%,29 Mar 2016
12.63,-0.07,-0.55%,24 Mar 2016
12.7,-0.14,-1.09%,23 Mar 2016
12.84,-0.04,-0.31%,22 Mar 2016
12.88,-0.03,-0.23%,21 Mar 2016
12.91,0.12,0.94%,18 Mar 2016
12.79,0.26,2.08%,17 Mar 2016
12.53,0.13,1.05%,16 Mar 2016
12.4,-0.19,-1.51%,15 Mar 2016
12.59,0.06,0.48%,14 Mar 2016
12.53,0.14,1.13%,11 Mar 2016
12.39,0.05,0.41%,10 Mar 2016
12.34,0.06,0.49%,09 Mar 2016
12.28,-0.09,-0.73%,08 Mar 2016
12.37,0.00,0.00%,07 Mar 2016
12.37,0.12,0.98%,04 Mar 2016
12.25,0.04,0.33%,03 Mar 2016
12.21,0.13,1.08%,02 Mar 2016
12.08,0.19,1.60%,01 Mar 2016
11.89,-0.02,-0.17%,29 Feb 2016
11.91,-0.03,-0.25%,26 Feb 2016
11.94,0.05,0.42%,25 Feb 2016
11.89,-0.05,-0.42%,24 Feb 2016
11.94,-0.06,-0.50%,23 Feb 2016
12.0,0.12,1.01%,22 Feb 2016
11.88,0.00,0.00%,19 Feb 2016
11.88,0.02,0.17%,18 Feb 2016
11.86,0.14,1.19%,17 Feb 2016
11.72,0.12,1.03%,16 Feb 2016
11.6,0.03,0.26%,12 Feb 2016
11.57,-0.11,-0.94%,11 Feb 2016
11.68,0.04,0.34%,10 Feb 2016
11.64,-0.07,-0.60%,09 Feb 2016
11.71,-0.10,-0.85%,08 Feb 2016
11.81,-0.04,-0.34%,05 Feb 2016
11.85,0.11,0.94%,04 Feb 2016
11.74,0.08,0.69%,03 Feb 2016
11.66,-0.17,-1.44%,02 Feb 2016
11.83,-0.03,-0.25%,01 Feb 2016
11.86,0.15,1.28%,29 Jan 2016
11.71,0.15,1.30%,28 Jan 2016
11.56,0.05,0.43%,27 Jan 2016
11.51,0.05,0.44%,26 Jan 2016
11.46,-0.03,-0.26%,25 Jan 2016
11.49,0.23,2.04%,22 Jan 2016
11.26,0.02,0.18%,21 Jan 2016
11.24,-0.17,-1.49%,20 Jan 2016
11.41,0.04,0.35%,19 Jan 2016
11.37,-0.21,-1.81%,15 Jan 2016
11.58,-0.01,-0.09%,14 Jan 2016
11.59,-0.04,-0.34%,13 Jan 2016
11.63,0.00,0.00%,12 Jan 2016
11.63,-0.13,-1.11%,11 Jan 2016
11.76,0.05,0.43%,08 Jan 2016
11.71,-0.17,-1.43%,07 Jan 2016
11.88,-0.09,-0.75%,06 Jan 2016
11.97,0.05,0.42%,05 Jan 2016
11.92,-0.19,-1.57%,04 Jan 2016
12.11,-0.08,-0.66%,31 Dec 2015
12.19,-0.08,-0.65%,30 Dec 2015
12.27,0.04,0.33%,29 Dec 2015
12.23,-0.03,-0.24%,28 Dec 2015
12.26,-0.02,-0.16%,24 Dec 2015
12.28,0.09,0.74%,23 Dec 2015
12.19,0.04,0.33%,22 Dec 2015
12.15,0.04,0.33%,21 Dec 2015
12.11,-0.07,-0.57%,18 Dec 2015
12.18,0.00,0.00%,17 Dec 2015
12.18,0.15,1.25%,16 Dec 2015
12.03,0.03,0.25%,15 Dec 2015
12.0,-0.02,-0.17%,14 Dec 2015
12.02,-0.19,-1.56%,11 Dec 2015
12.21,-0.05,-0.41%,10 Dec 2015
12.26,-0.02,-0.16%,09 Dec 2015
12.28,-0.11,-0.89%,08 Dec 2015
12.39,-0.10,-0.80%,07 Dec 2015
12.49,0.03,0.24%,04 Dec 2015
12.46,-0.04,-0.32%,03 Dec 2015
12.5,-0.10,-0.79%,02 Dec 2015
12.6,0.09,0.72%,01 Dec 2015
12.51,-0.15,-1.18%,30 Nov 2015
12.66,-0.08,-0.63%,27 Nov 2015
12.74,-0.04,-0.31%,25 Nov 2015
12.78,0.00,0.00%,24 Nov 2015
12.78,-0.01,-0.08%,23 Nov 2015
12.79,0.05,0.39%,20 Nov 2015
12.74,0.10,0.79%,19 Nov 2015
12.64,0.06,0.48%,18 Nov 2015
12.58,0.03,0.24%,17 Nov 2015
12.55,0.03,0.24%,16 Nov 2015
12.52,-0.13,-1.03%,13 Nov 2015
12.65,-0.03,-0.24%,12 Nov 2015
12.68,-0.02,-0.16%,11 Nov 2015
12.7,-0.05,-0.39%,10 Nov 2015
12.75,-0.15,-1.16%,09 Nov 2015
12.9,-0.12,-0.92%,06 Nov 2015
13.02,-0.02,-0.15%,05 Nov 2015
13.04,0.02,0.15%,04 Nov 2015
13.02,0.08,0.62%,03 Nov 2015
12.94,0.08,0.62%,02 Nov 2015
12.86,-0.09,-0.69%,30 Oct 2015
12.95,-0.08,-0.61%,29 Oct 2015
13.03,-0.01,-0.08%,28 Oct 2015
13.04,-0.05,-0.38%,27 Oct 2015
13.09,-0.02,-0.15%,26 Oct 2015
13.11,0.04,0.31%,23 Oct 2015
13.07,0.10,0.77%,22 Oct 2015
12.97,-0.06,-0.46%,21 Oct 2015
13.03,-0.03,-0.23%,20 Oct 2015
13.06,-0.02,-0.15%,19 Oct 2015
13.08,0.02,0.15%,16 Oct 2015
13.06,0.17,1.32%,15 Oct 2015
12.89,0.01,0.08%,14 Oct 2015
12.88,-0.10,-0.77%,13 Oct 2015
12.98,0.05,0.39%,12 Oct 2015
12.93,0.08,0.62%,09 Oct 2015
12.85,0.01,0.08%,08 Oct 2015
12.84,0.13,1.02%,07 Oct 2015
12.71,0.05,0.39%,06 Oct 2015
12.66,0.15,1.20%,05 Oct 2015
12.51,0.10,0.81%,02 Oct 2015
12.41,0.05,0.40%,01 Oct 2015
12.36,0.08,0.65%,30 Sep 2015
12.28,-0.02,-0.16%,29 Sep 2015
